"","Term","Estimate","Std..Error","t.value","Pr...t..","X2.5..","X97.5.."
"AGEGROUP64-85...84","AGEGROUP64-85",0.895598320628542,0.0520607288580888,-2.11797398564042,0.0377299099427704,0.807271594426857,0.993589217619052
"EDUCATHigh school graduate/GED or equivalent equivalent...85","EDUCATHigh school graduate/GED or equivalent equivalent",1.03319664689324,0.0474941414897255,0.687611900102687,0.493969335490194,0.939820347649721,1.13585039291923
"EDUCATSome college or AA degree...86","EDUCATSome college or AA degree",1.0954188276083,0.0484846423317917,1.87970410259511,0.0643106355422455,0.994452654746818,1.20663603455736
"EDUCATCollege or above...87","EDUCATCollege or above",1.1426140084171,0.0545525230645806,2.44385813647396,0.0170543773016439,1.02482006497639,1.27394731704542
"RACEETHNH Black...88","RACEETHNH Black",0.938835648210059,0.0469701809902467,-1.34372153338199,0.183378002155895,0.854880218024925,1.03103610981475
"RACEETHMexican-American...89","RACEETHMexican-American",1.31708298414868,0.04356124492914,6.32257942140843,2.09282014706759e-08,1.20748449663716,1.43662928341122
"RACEETHOther Hispanic...90","RACEETHOther Hispanic",1.24305263936215,0.0649313071335525,3.35077437801321,0.00130172735475792,1.09206320055168,1.414917985923
"RACEETHOther...91","RACEETHOther",1.14766404308091,0.074411343819531,1.85090878082355,0.0684018747516856,0.989376694172446,1.33127530043804
"PIRCAT1-1.99...92","PIRCAT1-1.99",1.10446166662666,0.0570017703575667,1.74306931368214,0.0857125372414953,0.985773753630338,1.23743969501665
"PIRCAT2-2.99...93","PIRCAT2-2.99",1.16402231412251,0.0723864864588009,2.09820267240468,0.0394978427180842,1.00753950435679,1.34480875629797
"PIRCAT3-3.99...94","PIRCAT3-3.99",1.16383654294507,0.0653090829557162,2.32313646982589,0.0230829709794923,1.02169912851831,1.32574792410625
"PIRCAT4+...95","PIRCAT4+",1.33409223335519,0.0582329661819954,4.94996398858749,4.93297928436651e-06,1.1878074119759,1.49839281111908
"cycleyr2007-2008...96","cycleyr2007-2008",1.04999008523931,0.0860525366508004,0.566871395012688,0.572614855237129,0.884400158162625,1.24658410440732
"cycleyr2009-2010...97","cycleyr2009-2010",0.816490753883574,0.0856394962117661,-2.36736201974684,0.0206839722421162,0.688291884562511,0.968567501854398
"cycleyr2011-2012...98","cycleyr2011-2012",0.627908678276865,0.0764228851070737,-6.08928253876521,5.44647667212678e-08,0.539139365674841,0.731293860840401
"cycleyr2013-2014...99","cycleyr2013-2014",0.320605034888319,0.0871135841005953,-13.0581854264715,1.94296856736531e-20,0.269472778967834,0.381439597681996
"cycleyr2015-2016...100","cycleyr2015-2016",0.266031388945498,0.0836975446129241,-15.8205474214513,8.20625510262406e-25,0.225131531587408,0.314361561906727
"(Intercept)...101","(Intercept)",0.00183812299331463,0.455596610013446,-13.8258498898248,1.07264149408493e-21,0.000740882046117307,0.00456036984059533
"FOODSECMarginally Food Secure...102","FOODSECMarginally Food Secure",0.885682887342323,0.0666779328849884,-1.82063693571329,0.0729363358417484,0.77539612491397,1.01165604486103
"FOODSECLow Food Security...103","FOODSECLow Food Security",0.938612027014984,0.0671195093333627,-0.943884461492606,0.348475207861871,0.82101105670198,1.07305806671611
"FOODSECVery Low Food Secure...104","FOODSECVery Low Food Secure",0.734227257110698,0.0673476906474136,-4.58719045488103,1.91704983711115e-05,0.641941938846725,0.839779476089063
"log_URXUCR_final...105","log_URXUCR_final",1.57151079801411,0.0326585830187908,13.8413062233284,1.01265081141821e-21,1.47241212654465,1.67727916916205
"SEXFemale...106","SEXFemale",2.9476017691506,0.0420803810800465,25.688737895567,2.30714045265387e-37,2.71031592722142,3.20566178364561
"AGEGROUP32-46...107","AGEGROUP32-46",1.10903482672667,0.0576698288435042,1.79452780893544,0.0770465624250247,0.988537465940133,1.24422016288773
