"SEX","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value","exp.estimate","exp.lower.CL","exp.upper.CL","model"
"Female","Very Low Food Secure - Low Food Security",-0.266540153837223,0.11275386629244,67,-0.56361282321088,0.030532515536434,-2.36391143471676,0.0941380437457793,0.766025244255677,0.569149109850114,1.03100341313281,"EPB"
"Male","Marginally Food Secure - Fully Food Secure",-0.0400435482698355,0.0950633462992972,67,-0.290506995540717,0.210419899001046,-0.421230156823666,0.974663469648775,0.960747599345604,0.74788429743878,1.23419618891504,"MPB"
"Male","Low Food Security - Fully Food Secure",0.0823986017206532,0.115917709203898,67,-0.223009846195162,0.387807049636468,0.710837043679967,0.892463756464705,1.08588856062492,0.800106971246381,1.47374539714259,"MPB"
"Male","Low Food Security - Marginally Food Secure",0.122442149990489,0.114146492514529,67,-0.178299672405051,0.423183972386029,1.07267553556149,0.707250813627536,1.1302537329935,0.836691652516279,1.52681516195824,"MPB"
"Male","Very Low Food Secure - Fully Food Secure",0.0621442420970337,0.13836107585657,67,-0.302395755454058,0.426684239648126,0.449145409663154,0.969570718096621,1.06411582395662,0.739045525708765,1.53216878717847,"MPB"
"Male","Very Low Food Secure - Marginally Food Secure",0.102187790366869,0.170424957956526,67,-0.346830933804659,0.551206514538397,0.599605783050488,0.931827501198753,1.10759144720364,0.706924835247456,1.73534547486824,"MPB"
"Male","Very Low Food Secure - Low Food Security",-0.0202543596236195,0.185040351888305,67,-0.507780269686229,0.46727155043899,-0.109459149947172,0.99952593530797,0.9799493820473,0.601829997528766,1.59563463987849,"MPB"
"Female","Marginally Food Secure - Fully Food Secure",-0.16242240690074,0.0904034943374217,67,-0.400608539816741,0.0757637260152619,-1.79663859335475,0.28399430267232,0.850082048167167,0.669912253689191,1.07870767348489,"MPB"
"Female","Low Food Security - Fully Food Secure",-0.196601403241825,0.100940811679585,67,-0.462550211565825,0.0693474050821757,-1.94768993799944,0.218367437268317,0.821518022480736,0.629675789710464,1.07180849619609,"MPB"
"Female","Low Food Security - Marginally Food Secure",-0.0341789963410851,0.109656956659317,67,-0.323092236315357,0.254734243633187,-0.311690178009158,0.989411459759622,0.966398507358181,0.723907080766696,1.29011871804734,"MPB"
"Female","Very Low Food Secure - Fully Food Secure",-0.302487220473973,0.125936348954597,67,-0.634291783681426,0.0293173427334805,-2.4019055894897,0.086474890149726,0.738977931986316,0.530310930209531,1.02975132673017,"MPB"
"Female","Very Low Food Secure - Marginally Food Secure",-0.140064813573233,0.142025303552448,67,-0.514258953714738,0.234129326568272,-0.986196192296879,0.757766382211924,0.86930189101111,0.597943534313459,1.26380792558138,"MPB"
"Female","Very Low Food Secure - Low Food Security",-0.105885817232148,0.159479208133928,67,-0.526065768729914,0.314294134265618,-0.663947472972319,0.910233484465915,0.899527352735155,0.59092523900106,1.36929243314528,"MPB"
"Male","Marginally Food Secure - Fully Food Secure",-0.0463464285649878,0.108698008099855,67,-0.332733126277618,0.240040269147643,-0.426377901262108,0.973767276492143,0.954711165676239,0.71696150681253,1.27130034347188,"PPB"
"Male","Low Food Security - Fully Food Secure",-0.0581088291237376,0.139698246576696,67,-0.426171871057236,0.30995421280976,-0.415959616872036,0.975561177522941,0.943547256427892,0.653004099970322,1.36336268815627,"PPB"
"Male","Low Food Security - Marginally Food Secure",-0.0117624005587498,0.15971598152235,67,-0.432566179024479,0.409041377906979,-0.0736457331735695,0.999855243186744,0.988306506041081,0.648841911988791,1.50537400842257,"PPB"
"Male","Very Low Food Secure - Fully Food Secure",0.0357073965230001,0.152628584068738,67,-0.366423212235219,0.437838005281219,0.233949602172283,0.995448046586845,1.03635256175904,0.693209364436521,1.5493538999398,"PPB"
"Male","Very Low Food Secure - Marginally Food Secure",0.0820538250879879,0.1870757685466,67,-0.410834798288586,0.574942448464562,0.438612791626984,0.971559631790422,1.08551423615641,0.66309646722396,1.77702825326657,"PPB"
"Male","Very Low Food Secure - Low Food Security",0.0938162256467377,0.211065780113039,67,-0.462278893512985,0.64991134480646,0.444488090852498,0.970460331325775,1.09835787736005,0.62984665529806,1.91537101389857,"PPB"
"Female","Marginally Food Secure - Fully Food Secure",-0.297178888010403,0.113829434831711,67,-0.597085358366341,0.00272758234553472,-2.61073850054481,0.0530134348075955,0.742911102585264,0.550413558718765,1.00273130558264,"PPB"
"Female","Low Food Security - Fully Food Secure",-0.260837485334602,0.13625001355113,67,-0.619815465946386,0.0981404952771827,-1.9144033716864,0.231855066112786,0.770406111733495,0.538043715822188,1.10311775705688,"PPB"
"Female","Low Food Security - Marginally Food Secure",0.0363414026758015,0.15553927471314,67,-0.373458004216672,0.446140809568275,0.233647757087884,0.995465393437613,1.0370098239918,0.688349893482329,1.56227143381276,"PPB"
"Female","Very Low Food Secure - Fully Food Secure",-0.594597039656431,0.1582400687134,67,-1.01151222988714,-0.177681849425721,-3.75756307799227,0.00200890266593567,0.551784868495435,0.363668612990431,0.837208739563499,"PPB"
"Female","Very Low Food Secure - Marginally Food Secure",-0.297418151646028,0.182956785294097,67,-0.779454487733819,0.184618184441764,-1.62561968482305,0.371417181714509,0.742733372236966,0.458656145626749,1.20275912030061,"PPB"
"Female","Very Low Food Secure - Low Food Security",-0.333759554321829,0.205913035973492,67,-0.876278735853262,0.208759627209603,-1.62087627305343,0.374023115627159,0.716225974965153,0.416329303942028,1.23214878788886,"PPB"
