"SEX","contrast","estimate","lower.CL","upper.CL","percent","percent_low","percent_high","SE","p.value","t.ratio","model"
"Female","FOODSEC2 - FOODSEC1",0.00103798027129435,-0.10686318704978,0.108939147592369,0.103851915925168,-10.1351388651936,11.509449209222,0.0413671336361719,0.999994288925752,0.0250919070299501,"MNBP"
"Female","FOODSEC3 - FOODSEC1",-0.0610019361925534,-0.209493770765272,0.0874898983801656,-5.91785818371777,-18.9005308706348,9.14312391638119,0.0569287776690277,0.707529205322319,-1.07154832213694,"MNBP"
"Female","FOODSEC3 - FOODSEC2",-0.0620399164638478,-0.234061447179796,0.109981614252101,-6.01546292614238,-20.8686809562238,11.6257547040352,0.0659495891110314,0.782994670083704,-0.940717255408501,"MNBP"
"Female","FOODSEC4 - FOODSEC1",0.0341526149685534,-0.122062238057847,0.190367467994954,3.47425118743776,-11.4906719698426,20.9694039836438,0.0598896273463756,0.940728297997878,0.570259266617732,"MNBP"
"Female","FOODSEC4 - FOODSEC2",0.033114634697259,-0.154815053849243,0.221044323243761,3.36690267857354,-14.3426417178083,24.7378717209759,0.0720484563171999,0.967609854806676,0.459616158207038,"MNBP"
"Female","FOODSEC4 - FOODSEC3",0.0951545511611068,-0.109322674032258,0.299631776354472,9.98288218129202,-10.3558887443321,34.9361849146466,0.0783924484797994,0.61942807256489,1.21382292563074,"MNBP"
"Male","FOODSEC2 - FOODSEC1",0.0318898618139798,-0.115487736365832,0.179267459993792,3.24037919622557,-10.9068501771956,19.6340674651089,0.0565016018848168,0.942391779657205,0.564406330974297,"MIB"
"Male","FOODSEC3 - FOODSEC1",-0.0261283590287487,-0.141304772276667,0.0890480542191696,-2.578996707078,-13.1775339435906,9.3133184725855,0.0441563163481275,0.934393974115881,-0.591724156126458,"MIB"
"Male","FOODSEC3 - FOODSEC2",-0.0580182208427285,-0.227802206576402,0.111765764890945,-5.63672465038399,-20.3718256447475,11.8250896344968,0.0650917594452659,0.809363831147572,-0.891329737238315,"MIB"
"Male","FOODSEC4 - FOODSEC1",0.0986748054020907,-0.0315042969219435,0.228853907726125,10.3707321534552,-3.10132072158187,25.7158364469364,0.0499080450765748,0.202869374417588,1.97713224893286,"MIB"
"Male","FOODSEC4 - FOODSEC2",0.0667849435881108,-0.112698306469473,0.246268193645694,6.90655440511045,-10.657984145712,27.9242612279192,0.0688102619732863,0.766436329849536,0.97056662295572,"MIB"
"Male","FOODSEC4 - FOODSEC3",0.124803164430839,-0.020567616119842,0.270173944981521,13.2925431096172,-2.03575453865792,31.0192332294275,0.055732228437719,0.119093418323455,2.23933562194283,"MIB"
"Female","FOODSEC2 - FOODSEC1",-0.0420273305902546,-0.150526328309679,0.06647166712917,-4.11564255464798,-13.9744919352912,6.8730683437801,0.0415963297662447,0.743711986756514,-1.01036151089368,"MIB"
"Female","FOODSEC3 - FOODSEC1",-0.131616464501868,-0.269251315172018,0.0060183861682814,-12.3322832577653,-23.604876101618,0.60365330410137,0.0527664287794469,0.0663170963758498,-2.49432200636505,"MIB"
"Female","FOODSEC3 - FOODSEC2",-0.0895891339116137,-0.265726538112581,0.0865482702893536,-8.56932342462667,-23.3351251948273,9.04040005640874,0.0675275320815435,0.54799961741319,-1.32670528819903,"MIB"
"Female","FOODSEC4 - FOODSEC1",-0.0333496999119947,-0.196621819135988,0.129922419311999,-3.27997294068442,-17.8498749373058,13.8740035662209,0.0625952410218345,0.950908536410321,-0.532783313357026,"MIB"
"Female","FOODSEC4 - FOODSEC2",0.00867763067825998,-0.165993340984394,0.183348602340914,0.87153904581343,-15.2948125297728,20.123308776661,0.066965331390977,0.999218247994768,0.129583927952147,"MIB"
"Female","FOODSEC4 - FOODSEC3",0.0982667645898736,-0.104474172804981,0.301007701984728,10.3257055772275,-9.92019378063253,35.1219748571806,0.0777267907193222,0.587522936953625,1.26425861251268,"MIB"
"Male","FOODSEC2 - FOODSEC1",0.0970178729719721,-0.0300143656715158,0.22405011161546,10.1880067316577,-2.95684074531146,25.1133714189056,0.0487016009421882,0.197184610714943,1.99208796210084,"MCPP"
"Male","FOODSEC3 - FOODSEC1",-0.00986221079100027,-0.115531931704316,0.0958075101223157,-0.98137386684608,-10.9107875921002,10.0547199407939,0.0405116420410067,0.994900594743335,-0.2434413984261,"MCPP"
"Male","FOODSEC3 - FOODSEC2",-0.106880083762972,-0.263895928724266,0.050135761198321,-10.1366572731502,-23.1946532198252,5.14138278883096,0.060196711516407,0.290575288624716,-1.77551366296549,"MCPP"
"Male","FOODSEC4 - FOODSEC1",0.127055909037423,-0.0288488807292532,0.282960698804099,13.5480499628612,-2.84367246929994,32.7053006022111,0.0597707553395277,0.151347558146007,2.12572031783239,"MCPP"
"Male","FOODSEC4 - FOODSEC2",0.0300380360654508,-0.171272198527568,0.231348270658469,3.04937291350249,-15.740781009933,26.0298087870712,0.0771782880898641,0.979881816199935,0.389203191841667,"MCPP"
"Male","FOODSEC4 - FOODSEC3",0.136918119828423,-0.0408817876571104,0.314718027313957,14.6734249879099,-4.005739969531,36.9872989727087,0.0681649023459317,0.191028359213706,2.00863076328598,"MCPP"
"Female","FOODSEC2 - FOODSEC1",0.0172068988923221,-0.120291327329483,0.154705125114128,1.7355790337809,-11.3337909811606,16.7313698856746,0.0527140497185623,0.987926997771014,0.326419597511268,"MCPP"
"Female","FOODSEC3 - FOODSEC1",-0.0472907563023304,-0.178821580239187,0.0842400676345267,-4.61899690084548,-16.3744909479454,8.78900296484833,0.0504262679094211,0.784578045802685,-0.937819875690128,"MCPP"
