"","Term","Estimate","Std..Error","t.value","Pr...t..","X2.5..","X97.5.."
"log_URXUCR_final...120","log_URXUCR_final",2.16726792437021,0.0307362098706689,25.1646952095445,1.3314212083782e-38,2.03857469749436,2.30408542879355
"SEXFemale...121","SEXFemale",4.22835205671929,0.040055098648432,35.995725415767,1.6877908372572e-49,3.90413282041853,4.57949612319941
"RIDAGEYR...122","RIDAGEYR",1.00610544436339,0.00115674922081162,5.26205814177013,1.27554571655023e-06,1.00379018055255,1.00842604838041
"EDUCATHigh school graduate/GED or equivalent equivalent...123","EDUCATHigh school graduate/GED or equivalent equivalent",1.07572054547447,0.066525956031906,1.09717644449516,0.276028473547587,0.942228737691595,1.22812502491793
"EDUCATSome college or AA degree...124","EDUCATSome college or AA degree",1.19509774230236,0.057076245297291,3.12262963045211,0.00253579839049787,1.06667974322973,1.33897603542341
"EDUCATCollege or above...125","EDUCATCollege or above",1.25593018396882,0.0715335396696624,3.18558932692666,0.00209598936821845,1.08915818319125,1.44823832878183
"RACEETHNH Black...126","RACEETHNH Black",2.5524610694099,0.0527499706096606,17.7641429590402,8.91272064806844e-29,2.29790387195007,2.83521760434838
"RACEETHMexican-American...127","RACEETHMexican-American",2.04133358030953,0.0673686371912033,10.5925151504799,1.27049271174701e-16,1.78501539647786,2.33445761550382
"RACEETHOther Hispanic...128","RACEETHOther Hispanic",1.69242318395244,0.0771765799731761,6.81762963341819,1.93309246154319e-09,1.45128715851639,1.97362473496133
"RACEETHOther...129","RACEETHOther",1.17779918713365,0.0731163418977753,2.23818091994219,0.0281373715963362,1.01818719459685,1.36243210735128
"cycleyr2007-2008...130","cycleyr2007-2008",1.05171896557621,0.0947303704075481,0.532310128432267,0.596064059220368,0.870884472757214,1.27010277155447
"cycleyr2009-2010...131","cycleyr2009-2010",1.01135963678124,0.077308858949519,0.146110041673537,0.884221373775656,0.867032917105074,1.17971105217719
"cycleyr2011-2012...132","cycleyr2011-2012",0.80868300251717,0.0793330316272543,-2.67666913800432,0.00910494052173687,0.690490058680482,0.947107333898349
"cycleyr2013-2014...133","cycleyr2013-2014",0.848485255202741,0.0927008642783587,-1.77239525461102,0.0803364788214377,0.705440855807603,1.0205352048575
"cycleyr2015-2016...134","cycleyr2015-2016",0.557179208363693,0.0895159369771972,-6.5336784936533,6.54729739501329e-09,0.466193361503405,0.665922546026053
"(Intercept)...135","(Intercept)",4.84409821833704e-05,0.501326533685841,-19.8177508981068,7.10472262249487e-31,1.78315616730675e-05,0.000131594124951701
"FOODSECMarginally Food Secure...136","FOODSECMarginally Food Secure",0.82525694434904,0.0812547491332657,-2.36368329839303,0.0207957757378766,0.701847682175765,0.970365852153314
"FOODSECLow Food Security...137","FOODSECLow Food Security",0.827264331617721,0.102538148250844,-1.84937031881172,0.0685089635829084,0.674329057959216,1.01488474549514
"FOODSECVery Low Food Secure...138","FOODSECVery Low Food Secure",0.722931069202438,0.121210876901662,-2.67666903854428,0.00920190341192295,0.567751833649459,0.920524249932871
"log_URXUCR_final...139","log_URXUCR_final",2.12840248003773,0.0343854474865298,21.9677725365519,1.20855077485558e-33,1.98739662211597,2.27941270837402
"SEXFemale...140","SEXFemale",8.17732952374081,0.0542830515497483,38.7112657308418,6.13282259505846e-50,7.33864593194506,9.11186052031263
"RIDAGEYR...141","RIDAGEYR",1.0001189543166,0.00135042032073253,0.0880816441185431,0.930056316070854,0.99743024103115,1.0028149154063
"EDUCATHigh school graduate/GED or equivalent equivalent...142","EDUCATHigh school graduate/GED or equivalent equivalent",1.08448333593463,0.079745274998255,1.01703436977258,0.312542509919282,0.925088736404916,1.27134193687244
"EDUCATSome college or AA degree...143","EDUCATSome college or AA degree",1.23196047331184,0.0645970012469052,3.22935704783754,0.00187029338126626,1.08310835385795,1.40126941353254
"EDUCATCollege or above...144","EDUCATCollege or above",1.17196501813044,0.0766780814739742,2.06945504696347,0.0420929742146596,1.0058438902095,1.36552204282457
"RACEETHNH Black...145","RACEETHNH Black",2.88659593299888,0.0549334037261268,19.2975104057091,3.5755218847147e-30,2.58718442837434,3.2206579434468
"RACEETHMexican-American...146","RACEETHMexican-American",2.18765457829177,0.0753193126368726,10.3934830750399,5.63473430611972e-16,1.88265628187684,2.54206389131738
