SEQN,FSDHH
42969,1
42970,2
42971,3
42972,1
42973,1
42974,3
42975,1
42976,3
42977,3
42978,2
42979,1
42980,1
42981,1
42982,1
42983,1
42984,1
42985,4
42986,2
42987,1
42988,3
42989,1
42990,1
42991,3
42992,1
42993,2
42994,3
42995,2
42996,3
42997,4
42998,1
42999,1
43000,2
43001,1
43002,1
43003,1
43004,2
43005,1
43006,1
43007,1
43008,1
43009,4
43010,1
43011,1
43012,2
43013,1
43014,3
43015,1
43016,1
43017,4
43018,2
43019,3
43020,1
43021,1
43022,1
43023,1
43024,1
43025,1
43026,2
43027,2
43028,1
43029,1
43030,1
43031,1
43032,1
43033,3
43034,2
43035,4
43036,2
43037,3
43038,1
43039,4
43040,1
43041,4
43042,1
43043,4
43044,1
43045,1
43046,1
43047,2
43048,3
43049,2
43050,1
43051,1
43052,3
43053,1
43054,3
43055,1
43056,2
43057,2
43058,2
43059,1
43060,1
43061,4
43062,1
43063,4
43064,2
43065,1
43066,1
43067,1
43068,2
43069,1
43070,1
43071,1
43072,3
43073,1
43074,1
43075,1
43076,1
43077,1
43078,1
43079,1
43080,1
43081,3
43082,1
43083,1
43084,1
43085,1
43086,1
43087,1
43088,1
43089,1
43090,3
43091,1
43092,3
43093,1
43094,3
43095,1
43096,1
43097,4
43098,1
43099,1
43100,1
43101,4
43102,1
43103,1
43104,1
43105,1
43106,1
43107,1
43108,1
43109,2
43110,1
43111,3
43112,1
43113,2
43114,1
43115,1
43116,1
43117,1
43118,3
43119,1
43120,2
43121,2
43122,1
43123,1
43124,1
43125,1
43126,1
43127,1
43128,1
43129,1
43130,1
43131,2
43132,3
43133,1
43134,1
43135,1
43136,1
43137,3
43138,4
43139,1
43140,1
43141,1
43142,1
43143,1
43144,1
43145,3
43146,2
43147,3
43148,1
43149,1
43150,1
43151,1
43152,1
43153,4
43154,3
43155,1
43156,1
43157,1
43158,3
43159,3
43160,1
43161,1
43162,3
43163,3
43164,1
43165,3
43166,1
43167,1
43168,2
43169,1
43170,1
43171,1
43172,1
43173,1
43174,1
43175,2
43176,1
43177,1
43178,1
43179,1
43180,1
43181,1
43182,3
43183,1
43184,1
43185,1
43186,1
43187,1
43188,1
43189,1
43190,1
43191,2
43192,1
43193,1
43194,1
43195,1
43196,3
43197,1
43198,2
43199,2
43200,4
43201,3
43202,1
43203,1
43204,1
43205,2
43206,1
43207,1
43208,3
43209,NA
43210,1
43211,1
43212,2
43213,1
43214,1
43215,1
43216,1
43217,1
43218,1
43219,1
43220,2
43221,3
43222,1
43223,1
43224,1
43225,1
43226,1
43227,1
43228,2
43229,1
43230,1
43231,1
43232,1
43233,1
43234,3
43235,1
43236,1
43237,1
43238,1
43239,1
43240,1
43241,1
43242,1
43243,1
43244,2
43245,2
43246,1
43247,2
43248,1
43249,1
43250,NA
43251,1
43252,1
43253,1
43254,1
43255,2
43256,1
43257,2
43258,2
43259,3
43260,1
43261,1
43262,4
43263,2
43264,1
43265,1
43266,1
43267,2
43268,4
43269,4
43270,1
43271,4
43272,3
43273,1
43274,1
43275,1
43276,3
43277,1
43278,2
43279,1
43280,1
43281,1
43282,1
43283,1
43284,4
43285,3
43286,1
43287,1
43288,1
43289,1
43290,1
43291,1
43292,1
43293,1
43294,3
43295,1
43296,1
43297,1
43298,4
43299,1
43300,2
43301,2
43302,1
43303,NA
43304,3
43305,1
43306,1
43307,2
43308,4
43309,1
43310,1
43311,2
43312,NA
43313,1
43314,1
43315,1
43316,3
43317,1
43318,1
43319,1
43320,1
43321,2
43322,1
43323,1
43324,3
43325,3
43326,3
43327,1
43328,4
43329,1
43330,1
43331,1
43332,3
43333,3
43334,1
43335,1
43336,1
43337,4
43338,1
43339,1
43340,1
43341,1
43342,1
43343,1
43344,1
43345,1
43346,1
43347,1
43348,2
43349,1
43350,3
43351,1
43352,1
43353,1
43354,1
43355,1
43356,1
43357,1
43358,1
43359,3
43360,2
43361,1
43362,1
43363,3
43364,1
43365,2
43366,3
43367,1
43368,4
43369,1
43370,2
43371,1
43372,1
43373,2
43374,2
43375,1
43376,2
43377,3
43378,3
43379,1
43380,1
43381,1
43382,1
43383,1
43384,1
43385,1
43386,1
43387,2
43388,1
43389,3
43390,1
43391,1
43392,2
43393,1
43394,3
43395,1
43396,3
43397,3
43398,1
43399,1
43400,2
43401,1
43402,1
43403,1
43404,1
43405,1
43406,2
43407,1
43408,1
43409,1
43410,2
43411,1
43412,1
43413,1
43414,1
43415,1
43416,1
43417,4
43418,1
43419,1
43420,1
43421,1
43422,3
43423,1
43424,1
43425,1
43426,1
43427,2
43428,1
43429,1
43430,1
43431,1
43432,1
43433,1
43434,4
43435,3
43436,1
43437,1
43438,1
43439,1
43440,1
43441,1
43442,1
43443,1
43444,3
43445,3
43446,1
43447,1
43448,2
43449,1
43450,1
43451,1
43452,1
43453,2
43454,1
43455,1
43456,2
43457,1
43458,3
43459,1
43460,2
43461,1
43462,3
43463,1
43464,1
43465,1
43466,1
43467,1
43468,1
43469,1
43470,1
43471,3
43472,1
43473,3
43474,1
43475,1
43476,1
43477,1
43478,3
43479,1
43480,4
43481,3
43482,1
43483,1
43484,1
43485,1
43486,4
43487,2
43488,3
43489,1
43490,4
43491,1
43492,2
43493,3
43494,3
43495,1
43496,2
43497,1
43498,4
43499,1
43500,1
43501,1
43502,1
43503,1
43504,1
43505,1
43506,2
43507,1
43508,1
43509,1
43510,2
43511,3
43512,1
43513,1
43514,2
43515,1
43516,1
43517,1
43518,4
43519,3
43520,1
43521,4
43522,1
43523,1
43524,1
43525,1
43526,3
43527,1
43528,1
43529,1
43530,1
43531,1
43532,1
43533,1
43534,1
43535,1
43536,1
43537,1
43538,2
43539,1
43540,1
43541,1
43542,2
43543,1
43544,3
43545,1
43546,1
43547,1
43548,1
43549,1
43550,1
43551,1
43552,1
43553,1
43554,1
43555,4
43556,1
43557,1
43558,1
43559,1
43560,3
43561,1
43562,1
43563,2
43564,1
43565,2
43566,1
43567,1
43568,2
43569,NA
43570,1
43571,1
43572,2
43573,1
43574,4
43575,1
43576,1
43577,1
43578,1
43579,1
43580,1
43581,1
43582,1
43583,3
43584,3
43585,1
43586,3
43587,1
43588,1
43589,1
43590,1
43591,1
43592,1
43593,1
43594,1
43595,1
43596,1
43597,3
43598,1
43599,1
43600,1
43601,1
43602,1
43603,4
43604,1
43605,4
43606,1
43607,1
43608,2
43609,1
43610,1
43611,1
43612,1
43613,4
43614,1
43615,1
43616,1
43617,1
43618,NA
43619,2
43620,1
43621,1
43622,1
43623,1
43624,3
43625,1
43626,4
43627,1
43628,1
43629,3
43630,3
43631,1
43632,1
43633,3
43634,1
43635,2
43636,1
43637,1
43638,1
43639,1
43640,1
43641,3
43642,1
43643,1
43644,2
43645,1
43646,1
43647,2
43648,3
43649,1
43650,3
43651,2
43652,1
43653,1
43654,1
43655,2
43656,1
43657,2
43658,4
43659,1
43660,1
43661,1
43662,3
43663,1
43664,1
43665,1
43666,1
43667,3
43668,3
43669,1
43670,1
43671,1
43672,1
43673,1
43674,1
43675,3
43676,3
43677,1
43678,1
43679,1
43680,1
43681,3
43682,1
43683,1
43684,3
43685,3
43686,1
43687,1
43688,1
43689,1
43690,2
43691,1
43692,1
43693,1
43694,2
43695,1
43696,1
43697,1
43698,3
43699,1
43700,1
43701,2
43702,1
43703,2
43704,1
43705,1
43706,4
43707,1
43708,1
43709,1
43710,1
43711,1
43712,1
43713,2
43714,1
43715,2
43716,1
43717,1
43718,1
43719,3
43720,1
43721,3
43722,1
43723,1
43724,2
43725,2
43726,1
43727,1
43728,3
43729,1
43730,4
43731,1
43732,4
43733,4
43734,1
43735,1
43736,1
43737,3
43738,3
43739,1
43740,1
43741,1
43742,2
43743,1
43744,1
43745,4
43746,1
43747,1
43748,1
43749,4
43750,1
43751,1
43752,3
43753,3
43754,4
43755,3
43756,2
43757,4
43758,1
43759,1
43760,1
43761,1
43762,4
43763,1
43764,1
43765,1
43766,1
43767,1
43768,4
43769,1
43770,1
43771,2
43772,1
43773,1
43774,3
43775,1
43776,1
43777,1
43778,1
43779,2
43780,1
43781,1
43782,1
43783,1
43784,3
43785,1
43786,1
43787,1
43788,3
43789,1
43790,1
43791,3
43792,1
43793,1
43794,1
43795,2
43796,1
43797,1
43798,4
43799,1
43800,2
43801,1
43802,1
43803,1
43804,1
43805,1
43806,1
43807,1
43808,4
43809,3
43810,1
43811,3
43812,NA
43813,1
43814,1
43815,1
43816,1
43817,1
43818,1
43819,1
43820,1
43821,3
43822,1
43823,3
43824,1
43825,1
43826,1
43827,1
43828,1
43829,1
43830,1
43831,3
43832,1
43833,1
43834,1
43835,2
43836,1
43837,1
43838,2
43839,1
43840,1
43841,1
43842,1
43843,1
43844,1
43845,1
43846,4
43847,1
43848,2
43849,1
43850,1
43851,1
43852,3
43853,1
43854,1
43855,3
43856,1
43857,2
43858,1
43859,1
43860,2
43861,1
43862,1
43863,1
43864,1
43865,1
43866,1
43867,3
43868,4
43869,2
43870,1
43871,1
43872,1
43873,1
43874,1
43875,1
43876,1
43877,1
43878,1
43879,4
43880,2
43881,1
43882,1
43883,1
43884,4
43885,1
43886,1
43887,1
43888,NA
43889,1
43890,1
43891,1
43892,1
43893,1
43894,1
43895,1
43896,1
43897,1
43898,2
43899,1
43900,1
43901,1
43902,1
43903,1
43904,1
43905,1
43906,1
43907,1
43908,1
43909,3
43910,3
43911,1
43912,1
43913,1
43914,4
43915,1
43916,1
43917,3
43918,1
43919,1
43920,1
43921,1
43922,1
43923,1
43924,1
43925,1
43926,3
43927,1
43928,1
43929,1
43930,1
43931,1
43932,1
43933,1
43934,1
43935,1
43936,3
43937,4
43938,1
43939,1
43940,1
43941,1
43942,1
43943,1
43944,2
43945,1
43946,1
43947,1
43948,4
43949,1
43950,2
43951,1
43952,3
43953,4
43954,3
43955,2
43956,1
43957,1
43958,3
43959,1
43960,1
43961,2
43962,1
43963,1
43964,1
43965,4
43966,1
43967,2
43968,1
43969,1
43970,1
43971,1
43972,3
43973,1
43974,1
43975,1
43976,1
43977,3
43978,2
43979,1
43980,3
43981,3
43982,1
43983,1
43984,3
43985,3
43986,1
43987,1
43988,1
43989,1
43990,1
43991,3
43992,1
43993,1
43994,1
43995,1
43996,1
43997,1
43998,3
43999,1
44000,1
44001,1
44002,1
44003,2
44004,1
44005,1
44006,3
44007,2
44008,2
44009,4
44010,1
44011,1
44012,2
44013,1
44014,1
44015,1
44016,2
44017,1
44018,1
44019,3
44020,1
44021,1
44022,1
44023,1
44024,1
44025,1
44026,1
44027,1
44028,1
44029,1
44030,3
44031,1
44032,3
44033,1
44034,1
44035,2
44036,1
44037,4
44038,4
44039,1
44040,2
44041,1
44042,1
44043,4
44044,1
44045,1
44046,1
44047,1
44048,3
44049,1
44050,2
44051,1
44052,1
44053,1
44054,1
44055,1
44056,4
44057,1
44058,1
44059,1
44060,1
44061,1
44062,2
44063,4
44064,1
44065,1
44066,3
44067,NA
44068,1
44069,1
44070,1
44071,1
44072,1
44073,1
44074,2
44075,4
44076,3
44077,1
44078,1
44079,2
44080,1
44081,1
44082,1
44083,3
44084,3
44085,1
44086,1
44087,1
44088,3
44089,2
44090,3
44091,2
44092,2
44093,4
44094,3
44095,3
44096,3
44097,1
44098,1
44099,1
44100,1
44101,1
44102,1
44103,1
44104,1
44105,1
44106,1
44107,1
44108,1
44109,4
44110,4
44111,1
44112,1
44113,1
44114,1
44115,1
44116,1
44117,1
44118,1
44119,1
44120,1
44121,1
44122,1
44123,4
44124,1
44125,1
44126,1
44127,1
44128,1
44129,1
44130,1
44131,1
44132,1
44133,1
44134,3
44135,4
44136,1
44137,1
44138,1
44139,1
44140,1
44141,1
44142,1
44143,4
44144,1
44145,1
44146,1
44147,1
44148,2
44149,1
44150,3
44151,1
44152,1
44153,1
44154,1
44155,2
44156,1
44157,1
44158,2
44159,1
44160,2
44161,3
44162,1
44163,2
44164,1
44165,1
44166,3
44167,1
44168,1
44169,1
44170,NA
44171,1
44172,1
44173,1
44174,1
44175,2
44176,1
44177,1
44178,1
44179,2
44180,1
44181,3
44182,1
44183,1
44184,1
44185,3
44186,NA
44187,1
44188,1
44189,1
44190,1
44191,2
44192,1
44193,1
44194,1
44195,1
44196,3
44197,1
44198,1
44199,1
44200,1
44201,1
44202,1
44203,2
44204,1
44205,1
44206,2
44207,2
44208,1
44209,3
44210,1
44211,1
44212,1
44213,1
44214,3
44215,3
44216,1
44217,1
44218,1
44219,3
44220,1
44221,1
44222,3
44223,1
44224,1
44225,3
44226,1
44227,3
44228,4
44229,1
44230,1
44231,1
44232,1
44233,2
44234,2
44235,1
44236,1
44237,1
44238,1
44239,4
44240,3
44241,1
44242,1
44243,1
44244,2
44245,1
44246,1
44247,1
44248,4
44249,1
44250,1
44251,1
44252,1
44253,1
44254,1
44255,1
44256,3
44257,1
44258,1
44259,1
44260,1
44261,1
44262,1
44263,1
44264,1
44265,1
