SEQN,FSDHH
41475,1
41476,1
41477,1
41478,3
41479,1
41480,3
41481,3
41482,3
41483,1
41484,4
41485,2
41486,1
41487,1
41488,1
41489,1
41490,1
41491,1
41492,1
41493,1
41494,3
41495,1
41496,4
41497,1
41498,1
41499,2
41500,1
41501,1
41502,2
41503,NA
41504,1
41505,3
41506,1
41507,1
41508,1
41509,2
41510,1
41511,1
41512,3
41513,1
41514,1
41515,1
41516,1
41517,1
41518,1
41519,1
41520,3
41521,1
41522,1
41523,1
41524,1
41525,1
41526,1
41527,1
41528,1
41529,1
41530,3
41531,1
41532,1
41533,1
41534,2
41535,1
41536,1
41537,2
41538,4
41539,1
41540,4
41541,1
41542,1
41543,1
41544,1
41545,1
41546,1
41547,1
41548,1
41549,1
41550,1
41551,1
41552,NA
41553,1
41554,1
41555,1
41556,1
41557,2
41558,4
41559,1
41560,1
41561,1
41562,1
41563,1
41564,3
41565,1
41566,1
41567,1
41568,2
41569,1
41570,4
41571,1
41572,1
41573,1
41574,1
41575,1
41576,1
41577,1
41578,1
41579,1
41580,4
41581,1
41582,2
41583,3
41584,3
41585,3
41586,1
41587,1
41588,1
41589,2
41590,2
41591,1
41592,2
41593,1
41594,1
41595,1
41596,3
41597,2
41598,NA
41599,2
41600,2
41601,1
41602,1
41603,4
41604,1
41605,1
41606,1
41607,1
41608,1
41609,1
41610,1
41611,4
41612,2
41613,1
41614,1
41615,4
41616,1
41617,1
41618,1
41619,3
41620,1
41621,1
41622,1
41623,2
41624,1
41625,4
41626,1
41627,1
41628,1
41629,NA
41630,1
41631,2
41632,1
41633,2
41634,2
41635,2
41636,1
41637,1
41638,1
41639,1
41640,4
41641,1
41642,1
41643,1
41644,1
41645,3
41646,1
41647,4
41648,1
41649,2
41650,1
41651,4
41652,1
41653,1
41654,1
41655,3
41656,4
41657,1
41658,1
41659,1
41660,1
41661,1
41662,2
41663,3
41664,1
41665,1
41666,1
41667,1
41668,1
41669,1
41670,3
41671,1
41672,1
41673,1
41674,2
41675,4
41676,1
41677,1
41678,3
41679,1
41680,1
41681,1
41682,1
41683,1
41684,3
41685,2
41686,1
41687,1
41688,1
41689,4
41690,1
41691,1
41692,1
41693,1
41694,1
41695,1
41696,1
41697,1
41698,1
41699,1
41700,1
41701,1
41702,1
41703,3
41704,1
41705,1
41706,1
41707,NA
41708,1
41709,1
41710,1
41711,1
41712,4
41713,4
41714,2
41715,1
41716,1
41717,1
41718,1
41719,1
41720,3
41721,1
41722,1
41723,1
41724,3
41725,1
41726,3
41727,1
41728,1
41729,1
41730,3
41731,2
41732,2
41733,1
41734,1
41735,1
41736,4
41737,1
41738,1
41739,4
41740,1
41741,1
41742,3
41743,4
41744,1
41745,3
41746,1
41747,1
41748,2
41749,3
41750,1
41751,1
41752,1
41753,1
41754,2
41755,1
41756,1
41757,1
41758,2
41759,2
41760,1
41761,1
41762,1
41763,1
41764,1
41765,1
41766,2
41767,2
41768,1
41769,3
41770,1
41771,1
41772,1
41773,3
41774,2
41775,2
41776,4
41777,1
41778,1
41779,1
41780,1
41781,1
41782,1
41783,1
41784,1
41785,4
41786,3
41787,3
41788,1
41789,1
41790,3
41791,1
41792,4
41793,2
41794,4
41795,4
41796,4
41797,1
41798,1
41799,1
41800,1
41801,3
41802,1
41803,3
41804,2
41805,1
41806,1
41807,1
41808,1
41809,4
41810,1
41811,1
41812,1
41813,1
41814,1
41815,1
41816,1
41817,1
41818,1
41819,3
41820,1
41821,3
41822,1
41823,3
41824,2
41825,1
41826,1
41827,1
41828,1
41829,1
41830,2
41831,1
41832,2
41833,1
41834,1
41835,1
41836,3
41837,1
41838,1
41839,4
41840,1
41841,1
41842,1
41843,3
41844,1
41845,2
41846,1
41847,1
41848,1
41849,1
41850,1
41851,2
41852,1
41853,1
41854,1
41855,1
41856,1
41857,1
41858,1
41859,1
41860,1
41861,1
41862,3
41863,1
41864,1
41865,1
41866,1
41867,1
41868,1
41869,1
41870,3
41871,1
41872,1
41873,1
41874,1
41875,1
41876,1
41877,1
41878,3
41879,1
41880,3
41881,1
41882,2
41883,1
41884,1
41885,1
41886,1
41887,3
41888,1
41889,1
41890,1
41891,1
41892,1
41893,1
41894,3
41895,2
41896,3
41897,1
41898,1
41899,1
41900,1
41901,1
41902,3
41903,1
41904,1
41905,2
41906,3
41907,2
41908,1
41909,2
41910,2
41911,1
41912,3
41913,1
41914,3
41915,1
41916,2
41917,1
41918,1
41919,1
41920,3
41921,1
41922,1
41923,1
41924,1
41925,1
41926,1
41927,3
41928,2
41929,1
41930,1
41931,1
41932,2
41933,NA
41934,2
41935,3
41936,1
41937,1
41938,1
41939,1
41940,1
41941,1
41942,1
41943,1
41944,1
41945,1
41946,2
41947,3
41948,2
41949,1
41950,3
41951,3
41952,1
41953,1
41954,1
41955,1
41956,1
41957,1
41958,1
41959,3
41960,2
41961,1
41962,1
41963,1
41964,1
41965,1
41966,1
41967,3
41968,4
41969,1
41970,1
41971,1
41972,1
41973,1
41974,1
41975,1
41976,2
41977,4
41978,1
41979,1
41980,1
41981,1
41982,NA
41983,2
41984,1
41985,4
41986,3
41987,3
41988,1
41989,1
41990,2
41991,4
41992,3
41993,1
41994,2
41995,1
41996,1
41997,1
41998,1
41999,3
42000,1
42001,1
42002,1
42003,3
42004,1
42005,1
42006,1
42007,3
42008,1
42009,3
42010,1
42011,3
42012,3
42013,1
42014,1
42015,1
42016,1
42017,1
42018,3
42019,3
42020,1
42021,1
42022,4
42023,4
42024,1
42025,3
42026,1
42027,3
42028,1
42029,1
42030,1
42031,1
42032,1
42033,1
42034,3
42035,2
42036,1
42037,1
42038,1
42039,NA
42040,1
42041,1
42042,4
42043,3
42044,1
42045,1
42046,1
42047,1
42048,2
42049,1
42050,1
42051,1
42052,1
42053,1
42054,1
42055,2
42056,1
42057,3
42058,3
42059,1
42060,1
42061,1
42062,1
42063,1
42064,1
42065,1
42066,1
42067,1
42068,3
42069,2
42070,2
42071,1
42072,2
42073,3
42074,1
42075,1
42076,3
42077,3
42078,3
42079,1
42080,3
42081,1
42082,1
42083,3
42084,2
42085,3
42086,1
42087,1
42088,1
42089,1
42090,3
42091,1
42092,1
42093,1
42094,1
42095,1
42096,1
42097,1
42098,1
42099,1
42100,1
42101,1
42102,2
42103,1
42104,1
42105,1
42106,1
42107,1
42108,3
42109,3
42110,1
42111,3
42112,1
42113,1
42114,1
42115,1
42116,3
42117,2
42118,1
42119,3
42120,1
42121,1
42122,1
42123,1
42124,1
42125,1
42126,1
42127,4
42128,1
42129,3
42130,1
42131,3
42132,1
42133,1
42134,1
42135,4
42136,4
42137,1
42138,1
42139,4
42140,1
42141,1
42142,1
42143,1
42144,2
42145,1
42146,3
42147,1
42148,1
42149,1
42150,1
42151,1
42152,1
42153,4
42154,1
42155,1
42156,4
42157,1
42158,3
42159,1
42160,4
42161,4
42162,4
42163,2
42164,2
42165,4
42166,1
42167,1
42168,1
42169,1
42170,1
42171,1
42172,1
42173,1
42174,1
42175,1
42176,3
42177,1
42178,1
42179,1
42180,1
42181,1
42182,1
42183,1
42184,1
42185,1
42186,2
42187,1
42188,1
42189,3
42190,1
42191,1
42192,2
42193,1
42194,2
42195,1
42196,2
42197,1
42198,1
42199,3
42200,1
42201,1
42202,1
42203,1
42204,1
42205,3
42206,4
42207,1
42208,1
42209,1
42210,1
42211,1
42212,1
42213,1
42214,1
42215,1
42216,1
42217,1
42218,4
42219,1
42220,1
42221,1
42222,1
42223,1
42224,1
42225,4
42226,1
42227,1
42228,1
42229,1
42230,4
42231,1
42232,3
42233,1
42234,1
42235,3
42236,1
42237,1
42238,2
42239,1
42240,1
42241,1
42242,1
42243,1
42244,4
42245,1
42246,3
42247,3
42248,1
42249,3
42250,1
42251,1
42252,1
42253,2
42254,2
42255,1
42256,1
42257,4
42258,3
42259,1
42260,1
42261,1
42262,1
42263,1
42264,1
42265,1
42266,1
42267,1
42268,3
42269,1
42270,1
42271,2
42272,1
42273,1
42274,1
42275,1
42276,4
42277,2
42278,1
42279,1
42280,1
42281,1
42282,1
42283,3
42284,1
42285,1
42286,1
42287,1
42288,1
42289,1
42290,1
42291,1
42292,1
42293,1
42294,4
42295,1
42296,1
42297,1
42298,1
42299,2
42300,1
42301,2
42302,1
42303,4
42304,2
42305,1
42306,1
42307,1
42308,1
42309,1
42310,1
42311,1
42312,1
42313,1
42314,1
42315,3
42316,3
42317,1
42318,3
42319,1
42320,1
42321,1
42322,1
42323,1
42324,1
42325,1
42326,2
42327,3
42328,1
42329,1
42330,1
42331,3
42332,1
42333,1
42334,3
42335,1
42336,2
42337,3
42338,1
42339,4
42340,NA
42341,2
42342,1
42343,4
42344,1
42345,3
42346,1
42347,2
42348,1
42349,1
42350,4
42351,1
42352,1
42353,1
42354,1
42355,3
42356,1
42357,1
42358,3
42359,1
42360,1
42361,4
42362,1
42363,1
42364,1
42365,1
42366,1
42367,2
42368,1
42369,1
42370,1
42371,1
42372,1
42373,1
42374,1
42375,1
42376,1
42377,1
42378,4
42379,1
42380,3
42381,3
42382,1
42383,4
42384,1
42385,3
42386,1
42387,1
42388,1
42389,1
42390,3
42391,2
42392,1
42393,3
42394,2
42395,1
42396,1
42397,2
42398,1
42399,3
42400,1
42401,4
42402,2
42403,4
42404,1
42405,1
42406,1
42407,1
42408,1
42409,3
42410,3
42411,NA
42412,1
42413,1
42414,3
42415,1
42416,1
42417,4
42418,3
42419,2
42420,1
42421,3
42422,1
42423,1
42424,4
42425,1
42426,1
42427,1
42428,1
42429,1
42430,1
42431,2
42432,3
42433,3
42434,3
42435,1
42436,1
42437,3
42438,3
42439,2
42440,1
42441,1
42442,1
42443,1
42444,1
42445,1
42446,3
42447,1
42448,2
42449,1
42450,2
42451,1
42452,1
42453,2
42454,1
42455,2
42456,1
42457,1
42458,1
42459,1
42460,1
42461,3
42462,1
42463,1
42464,1
42465,1
42466,1
42467,1
42468,3
42469,4
42470,1
42471,1
42472,1
42473,1
42474,1
42475,1
42476,1
42477,2
42478,1
42479,1
42480,1
42481,1
42482,1
42483,1
42484,1
42485,1
42486,2
42487,1
42488,1
42489,4
42490,1
42491,1
42492,1
42493,1
42494,3
42495,1
42496,1
42497,1
42498,1
42499,3
42500,1
42501,1
42502,1
42503,1
42504,1
42505,1
42506,2
42507,1
42508,1
42509,1
42510,1
42511,4
42512,1
42513,2
42514,2
42515,3
42516,1
42517,1
42518,1
42519,1
42520,1
42521,1
42522,4
42523,1
42524,1
42525,2
42526,1
42527,1
42528,2
42529,1
42530,1
42531,1
42532,1
42533,1
42534,3
42535,4
42536,3
42537,1
42538,2
42539,1
42540,1
42541,1
42542,1
42543,1
42544,1
42545,1
42546,1
42547,1
42548,4
42549,3
42550,4
42551,1
42552,2
42553,3
42554,1
42555,1
42556,1
42557,1
42558,1
42559,2
42560,1
42561,2
42562,1
42563,3
42564,2
42565,2
42566,1
42567,1
42568,2
42569,1
42570,2
42571,4
42572,1
42573,4
42574,3
42575,1
42576,4
42577,2
42578,3
42579,1
42580,1
42581,3
42582,1
42583,3
42584,1
42585,3
42586,1
42587,1
42588,3
42589,1
42590,2
42591,1
42592,2
42593,1
42594,1
42595,4
42596,3
42597,4
42598,1
42599,1
42600,3
42601,1
42602,1
42603,1
42604,1
42605,1
42606,1
42607,1
42608,1
42609,1
42610,1
42611,1
42612,3
42613,2
42614,3
42615,3
42616,3
42617,1
42618,3
42619,1
42620,1
42621,1
42622,1
42623,1
42624,1
42625,1
42626,3
42627,1
42628,1
42629,3
42630,3
42631,1
42632,1
42633,1
42634,1
42635,4
42636,1
42637,1
42638,3
42639,1
42640,1
42641,2
42642,1
42643,1
42644,2
42645,3
42646,2
42647,1
42648,1
42649,1
42650,1
42651,1
42652,1
42653,3
42654,1
42655,4
42656,1
42657,1
42658,1
42659,1
42660,1
42661,2
42662,1
42663,2
42664,3
42665,1
42666,1
42667,1
42668,1
42669,1
42670,1
42671,1
42672,1
42673,1
42674,1
42675,2
42676,1
42677,1
42678,1
42679,2
42680,2
42681,4
42682,1
42683,1
42684,3
42685,3
42686,1
42687,1
42688,4
42689,3
42690,1
42691,4
42692,3
42693,1
42694,1
42695,1
42696,3
42697,1
42698,1
42699,2
42700,1
42701,1
42702,1
42703,3
42704,3
42705,1
42706,1
42707,3
42708,1
42709,3
42710,1
42711,1
42712,1
42713,1
42714,1
42715,1
42716,1
42717,1
42718,2
42719,1
42720,4
42721,2
42722,2
42723,2
42724,1
42725,1
42726,1
42727,1
42728,1
42729,1
42730,1
42731,1
42732,1
42733,1
42734,1
42735,1
42736,1
42737,2
42738,3
42739,1
42740,1
42741,1
42742,4
42743,2
42744,2
42745,1
42746,1
42747,1
42748,3
42749,1
42750,2
42751,1
42752,3
42753,1
42754,1
42755,1
42756,1
42757,4
42758,2
42759,1
42760,3
42761,3
42762,1
42763,1
42764,1
42765,1
42766,1
42767,1
42768,1
42769,1
42770,2
42771,1
42772,1
42773,1
42774,1
42775,1
42776,1
42777,3
42778,1
42779,1
42780,3
42781,2
42782,1
42783,1
42784,3
42785,1
42786,1
42787,1
42788,1
42789,4
42790,1
42791,1
42792,1
42793,1
42794,1
42795,1
42796,1
42797,1
42798,3
42799,2
42800,3
42801,1
42802,1
42803,1
42804,1
42805,3
42806,1
42807,1
42808,2
42809,4
42810,3
42811,1
42812,3
42813,1
42814,1
42815,2
42816,1
42817,4
42818,1
42819,4
42820,1
42821,1
42822,1
42823,1
42824,2
42825,1
42826,4
42827,1
42828,3
42829,2
42830,1
42831,1
42832,1
42833,1
42834,1
42835,1
42836,2
42837,3
42838,1
42839,NA
42840,1
42841,1
42842,3
42843,3
42844,1
42845,1
42846,1
42847,1
42848,1
42849,3
42850,1
42851,2
42852,1
42853,1
42854,3
42855,1
42856,4
42857,2
42858,4
42859,1
42860,1
42861,1
42862,1
42863,1
42864,1
42865,1
42866,1
42867,1
42868,1
42869,1
42870,1
42871,1
42872,2
42873,1
42874,1
42875,1
42876,1
42877,1
42878,3
42879,2
42880,1
42881,1
42882,1
42883,1
42884,1
42885,1
42886,1
42887,2
42888,1
42889,1
42890,1
42891,4
42892,1
42893,1
42894,1
42895,4
42896,1
42897,4
42898,1
42899,4
42900,1
42901,1
42902,1
42903,2
42904,1
42905,1
42906,1
42907,1
42908,1
42909,3
42910,1
42911,4
42912,1
42913,1
42914,1
42915,1
42916,1
42917,1
42918,1
42919,3
42920,1
42921,1
42922,1
42923,1
42924,1
42925,3
42926,2
42927,1
42928,1
42929,3
42930,3
42931,3
42932,1
42933,3
42934,1
42935,1
42936,2
42937,4
42938,1
42939,1
42940,1
42941,1
42942,2
42943,3
42944,1
42945,1
42946,1
42947,1
42948,1
42949,1
42950,1
42951,2
42952,1
42953,1
42954,2
42955,2
42956,4
42957,1
42958,2
42959,1
42960,1
42961,1
42962,1
42963,1
42964,1
42965,3
42966,3
42967,2
42968,1
