SEQN,FSDHH
62161,1
62162,2
62163,1
62164,1
62165,3
62166,1
62167,3
62168,1
62169,3
62170,1
62171,1
62172,1
62173,1
62174,1
62175,3
62176,1
62177,3
62178,1
62179,1
62180,1
62181,3
62182,1
62183,1
62184,3
62185,3
62186,2
62187,1
62188,1
62189,1
62190,1
62191,3
62192,1
62193,2
62194,1
62195,3
62196,1
62197,1
62198,2
62199,1
62200,1
62201,1
62202,1
62203,1
62204,1
62205,1
62206,2
62207,4
62208,1
62209,2
62210,1
62211,1
62212,1
62213,4
62214,1
62215,1
62216,1
62217,1
62218,3
62219,2
62220,1
62221,1
62222,1
62223,1
62224,3
62225,1
62226,1
62227,1
62228,1
62229,2
62230,1
62231,1
62232,1
62233,2
62234,1
62235,1
62236,1
62237,1
62238,2
62239,3
62240,1
62241,1
62242,2
62243,1
62244,1
62245,1
62246,4
62247,1
62248,2
62249,1
62250,1
62251,1
62252,1
62253,1
62254,1
62255,1
62256,1
62257,NA
62258,1
62259,2
62260,1
62261,4
62262,1
62263,4
62264,1
62265,4
62266,1
62267,1
62268,4
62269,1
62270,4
62271,1
62272,3
62273,1
62274,3
62275,1
62276,1
62277,1
62278,1
62279,3
62280,1
62281,1
62282,2
62283,1
62284,1
62285,1
62286,1
62287,1
62288,1
62289,1
62290,3
62291,1
62292,1
62293,1
62294,4
62295,1
62296,1
62297,1
62298,1
62299,2
62300,1
62301,4
62302,1
62303,1
62304,1
62305,1
62306,1
62307,3
62308,1
62309,2
62310,1
62311,1
62312,1
62313,3
62314,4
62315,1
62316,2
62317,3
62318,3
62319,2
62320,1
62321,1
62322,3
62323,3
62324,1
62325,1
62326,1
62327,1
62328,1
62329,4
62330,1
62331,1
62332,2
62333,1
62334,3
62335,1
62336,1
62337,1
62338,3
62339,1
62340,1
62341,2
62342,1
62343,4
62344,NA
62345,1
62346,3
62347,4
62348,1
62349,1
62350,1
62351,4
62352,2
62353,1
62354,2
62355,1
62356,1
62357,1
62358,2
62359,1
62360,3
62361,2
62362,1
62363,1
62364,2
62365,1
62366,1
62367,1
62368,1
62369,1
62370,1
62371,1
62372,1
62373,3
62374,1
62375,2
62376,3
62377,1
62378,1
62379,1
62380,1
62381,3
62382,2
62383,1
62384,1
62385,1
62386,1
62387,4
62388,1
62389,1
62390,1
62391,1
62392,3
62393,1
62394,4
62395,3
62396,3
62397,3
62398,3
62399,1
62400,1
62401,1
62402,1
62403,NA
62404,3
62405,4
62406,1
62407,3
62408,1
62409,1
62410,2
62411,2
62412,3
62413,1
62414,3
62415,1
62416,2
62417,2
62418,1
62419,1
62420,1
62421,1
62422,1
62423,1
62424,1
62425,2
62426,1
62427,1
62428,1
62429,1
62430,1
62431,2
62432,1
62433,NA
62434,1
62435,1
62436,4
62437,2
62438,1
62439,1
62440,2
62441,1
62442,1
62443,1
62444,2
62445,2
62446,1
62447,2
62448,3
62449,1
62450,2
62451,2
62452,4
62453,2
62454,1
62455,1
62456,1
62457,1
62458,1
62459,3
62460,1
62461,2
62462,1
62463,1
62464,1
62465,1
62466,1
62467,1
62468,3
62469,3
62470,2
62471,NA
62472,1
62473,1
62474,3
62475,3
62476,4
62477,4
62478,1
62479,1
62480,1
62481,1
62482,1
62483,4
62484,2
62485,1
62486,1
62487,1
62488,1
62489,3
62490,1
62491,1
62492,3
62493,2
62494,1
62495,1
62496,3
62497,1
62498,1
62499,4
62500,1
62501,1
62502,3
62503,2
62504,4
62505,2
62506,1
62507,2
62508,1
62509,1
62510,1
62511,3
62512,1
62513,3
62514,2
62515,2
62516,1
62517,1
62518,1
62519,1
62520,3
62521,1
62522,2
62523,1
62524,1
62525,2
62526,2
62527,1
62528,3
62529,2
62530,1
62531,4
62532,1
62533,3
62534,2
62535,2
62536,1
62537,1
62538,1
62539,4
62540,1
62541,1
62542,4
62543,4
62544,1
62545,1
62546,1
62547,4
62548,1
62549,1
62550,1
62551,1
62552,1
62553,3
62554,1
62555,3
62556,1
62557,2
62558,1
62559,1
62560,3
62561,1
62562,1
62563,1
62564,2
62565,2
62566,3
62567,1
62568,3
62569,1
62570,4
62571,1
62572,1
62573,3
62574,1
62575,3
62576,1
62577,1
62578,3
62579,1
62580,1
62581,1
62582,2
62583,1
62584,1
62585,1
62586,1
62587,1
62588,1
62589,2
62590,1
62591,1
62592,1
62593,2
62594,4
62595,1
62596,1
62597,1
62598,2
62599,4
62600,4
62601,1
62602,1
62603,1
62604,1
62605,4
62606,3
62607,3
62608,NA
62609,4
62610,4
62611,4
62612,1
62613,1
62614,1
62615,2
62616,1
62617,4
62618,1
62619,1
62620,4
62621,1
62622,1
62623,1
62624,1
62625,1
62626,2
62627,2
62628,1
62629,1
62630,1
62631,1
62632,1
62633,1
62634,1
62635,1
62636,3
62637,1
62638,2
62639,2
62640,4
62641,1
62642,4
62643,1
62644,2
62645,1
62646,2
62647,2
62648,1
62649,1
62650,1
62651,1
62652,1
62653,3
62654,4
62655,1
62656,1
62657,1
62658,1
62659,3
62660,1
62661,1
62662,3
62663,1
62664,1
62665,1
62666,1
62667,1
62668,2
62669,1
62670,1
62671,1
62672,3
62673,1
62674,1
62675,1
62676,1
62677,1
62678,4
62679,1
62680,1
62681,1
62682,4
62683,1
62684,2
62685,1
62686,1
62687,2
62688,1
62689,1
62690,3
62691,4
62692,2
62693,1
62694,4
62695,4
62696,2
62697,3
62698,1
62699,3
62700,4
62701,2
62702,1
62703,1
62704,1
62705,1
62706,1
62707,1
62708,1
62709,1
62710,1
62711,1
62712,1
62713,1
62714,3
62715,1
62716,1
62717,1
62718,1
62719,1
62720,1
62721,1
62722,2
62723,1
62724,1
62725,1
62726,1
62727,1
62728,1
62729,2
62730,1
62731,1
62732,2
62733,1
62734,1
62735,1
62736,2
62737,3
62738,1
62739,1
62740,1
62741,1
62742,1
62743,3
62744,1
62745,1
62746,1
62747,1
62748,2
62749,1
62750,2
62751,4
62752,1
62753,1
62754,1
62755,1
62756,3
62757,2
62758,1
62759,2
62760,3
62761,1
62762,2
62763,1
62764,4
62765,1
62766,1
62767,NA
62768,2
62769,1
62770,1
62771,3
62772,2
62773,3
62774,1
62775,2
62776,1
62777,1
62778,1
62779,1
62780,1
62781,3
62782,1
62783,2
62784,1
62785,1
62786,3
62787,1
62788,1
62789,1
62790,1
62791,4
62792,4
62793,1
62794,3
62795,4
62796,NA
62797,2
62798,1
62799,1
62800,1
62801,1
62802,4
62803,1
62804,1
62805,1
62806,3
62807,1
62808,4
62809,2
62810,1
62811,1
62812,2
62813,3
62814,1
62815,1
62816,2
62817,1
62818,2
62819,1
62820,3
62821,1
62822,1
62823,4
62824,2
62825,2
62826,1
62827,1
62828,1
62829,1
62830,1
62831,1
62832,3
62833,3
62834,2
62835,1
62836,1
62837,1
62838,1
62839,1
62840,1
62841,1
62842,2
62843,1
62844,1
62845,1
62846,3
62847,1
62848,1
62849,1
62850,1
62851,1
62852,3
62853,3
62854,1
62855,1
62856,4
62857,1
62858,1
62859,1
62860,1
62861,1
62862,3
62863,3
62864,3
62865,4
62866,4
62867,3
62868,1
62869,2
62870,1
62871,1
62872,2
62873,1
62874,2
62875,1
62876,1
62877,2
62878,3
62879,1
62880,1
62881,1
62882,1
62883,1
62884,1
62885,1
62886,1
62887,2
62888,3
62889,1
62890,1
62891,1
62892,4
62893,2
62894,1
62895,1
62896,3
62897,1
62898,4
62899,2
62900,1
62901,1
62902,1
62903,1
62904,2
62905,1
62906,2
62907,3
62908,1
62909,4
62910,1
62911,2
62912,1
62913,1
62914,3
62915,3
62916,1
62917,1
62918,2
62919,2
62920,2
62921,3
62922,4
62923,2
62924,2
62925,3
62926,3
62927,1
62928,3
62929,1
62930,3
62931,1
62932,1
62933,1
62934,4
62935,1
62936,4
62937,1
62938,3
62939,1
62940,1
62941,1
62942,1
62943,1
62944,2
62945,2
62946,1
62947,1
62948,1
62949,1
62950,1
62951,2
62952,1
62953,1
62954,1
62955,1
62956,1
62957,3
62958,1
62959,1
62960,1
62961,1
62962,1
62963,2
62964,NA
62965,3
62966,1
62967,1
62968,4
62969,2
62970,2
62971,1
62972,2
62973,1
62974,1
62975,1
62976,1
62977,1
62978,4
62979,1
62980,3
62981,1
62982,1
62983,2
62984,3
62985,1
62986,1
62987,1
62988,1
62989,1
62990,1
62991,1
62992,4
62993,1
62994,1
62995,2
62996,2
62997,1
62998,3
62999,1
63000,2
63001,1
63002,3
63003,3
63004,1
63005,1
63006,1
63007,1
63008,1
63009,1
63010,1
63011,1
63012,1
63013,1
63014,1
63015,1
63016,4
63017,1
63018,1
63019,1
63020,1
63021,1
63022,3
63023,4
63024,1
63025,2
63026,1
63027,4
63028,3
63029,3
63030,3
63031,1
63032,1
63033,1
63034,4
63035,3
63036,1
63037,2
63038,1
63039,3
63040,NA
63041,2
63042,1
63043,1
63044,1
63045,1
63046,1
63047,1
63048,1
63049,1
63050,3
63051,1
63052,1
63053,3
63054,2
63055,1
63056,1
63057,1
63058,1
63059,3
63060,3
63061,1
63062,2
63063,4
63064,2
63065,3
63066,1
63067,1
63068,2
63069,2
63070,3
63071,1
63072,2
63073,1
63074,1
63075,1
63076,4
63077,1
63078,1
63079,1
63080,1
63081,2
63082,3
63083,1
63084,1
63085,2
63086,1
63087,1
63088,1
63089,1
63090,1
63091,1
63092,1
63093,4
63094,1
63095,3
63096,3
63097,1
63098,1
63099,1
63100,3
63101,1
63102,1
63103,1
63104,1
63105,1
63106,4
63107,1
63108,1
63109,1
63110,1
63111,1
63112,1
63113,1
63114,4
63115,1
63116,1
63117,1
63118,1
63119,1
63120,2
63121,3
63122,1
63123,4
63124,2
63125,1
63126,1
63127,2
63128,1
63129,1
63130,2
63131,3
63132,1
63133,1
63134,3
63135,4
63136,1
63137,1
63138,3
63139,3
63140,1
63141,1
63142,4
63143,1
63144,1
63145,2
63146,3
63147,1
63148,1
63149,1
63150,1
63151,1
63152,1
63153,3
63154,3
63155,1
63156,1
63157,4
63158,2
63159,3
63160,1
63161,1
63162,1
63163,4
63164,1
63165,3
63166,1
63167,1
63168,1
63169,1
63170,2
63171,1
63172,1
63173,1
63174,1
63175,1
63176,4
63177,4
63178,1
63179,1
63180,1
63181,1
63182,1
63183,1
63184,1
63185,1
63186,1
63187,1
63188,3
63189,2
63190,1
63191,1
63192,1
63193,4
63194,1
63195,1
63196,3
63197,1
63198,1
63199,4
63200,1
63201,3
63202,1
63203,1
63204,1
63205,2
63206,1
63207,1
63208,1
63209,1
63210,2
63211,3
63212,4
63213,1
63214,3
63215,1
63216,1
63217,3
63218,3
63219,1
63220,1
63221,1
63222,1
63223,1
63224,2
63225,2
63226,1
63227,1
63228,2
63229,1
63230,1
63231,3
63232,1
63233,4
63234,4
63235,2
63236,4
63237,2
63238,4
63239,3
63240,3
63241,NA
63242,3
63243,4
63244,2
63245,1
63246,1
63247,2
63248,1
63249,1
63250,1
63251,4
63252,2
63253,1
63254,3
63255,NA
63256,2
63257,3
63258,1
63259,1
63260,1
63261,1
63262,1
63263,3
63264,2
63265,1
63266,2
63267,4
63268,3
63269,1
63270,1
63271,1
63272,1
63273,1
63274,2
63275,1
63276,2
63277,1
63278,1
63279,2
63280,1
63281,2
63282,1
63283,1
63284,1
63285,1
63286,1
63287,4
63288,1
63289,1
63290,1
63291,1
63292,1
63293,1
63294,2
63295,1
63296,1
63297,1
63298,1
63299,1
63300,2
63301,2
63302,1
63303,4
63304,1
63305,3
63306,3
63307,1
63308,1
63309,2
63310,3
63311,4
63312,1
63313,1
63314,1
63315,4
63316,3
63317,1
63318,1
63319,1
63320,1
63321,1
63322,2
63323,1
63324,1
63325,1
63326,1
63327,4
63328,2
63329,1
63330,3
63331,1
63332,3
63333,4
63334,3
63335,4
63336,1
63337,1
63338,1
63339,1
63340,3
63341,2
63342,2
63343,1
63344,1
63345,1
63346,3
63347,3
63348,3
63349,1
63350,1
63351,1
63352,4
63353,1
63354,1
63355,1
63356,1
63357,3
63358,2
63359,1
63360,1
63361,1
63362,2
63363,1
63364,1
63365,1
63366,4
63367,1
63368,3
63369,1
63370,4
63371,2
63372,2
63373,1
63374,1
63375,4
63376,1
63377,3
63378,4
63379,3
63380,1
63381,1
63382,1
63383,1
63384,1
63385,1
63386,2
63387,1
63388,4
63389,1
63390,2
63391,1
63392,2
63393,1
63394,1
63395,1
63396,1
63397,2
63398,1
63399,3
63400,3
63401,1
63402,1
63403,3
63404,3
63405,1
63406,4
63407,3
63408,1
63409,1
63410,3
63411,1
63412,1
63413,1
63414,1
63415,1
63416,1
63417,3
63418,4
63419,1
63420,4
63421,3
63422,2
63423,1
63424,3
63425,1
63426,2
63427,1
63428,3
63429,4
63430,1
63431,3
63432,2
63433,1
63434,1
63435,2
63436,1
63437,1
63438,1
63439,1
63440,1
63441,3
63442,2
63443,1
63444,1
63445,4
63446,2
63447,1
63448,1
63449,3
63450,1
63451,2
63452,2
63453,3
63454,2
63455,3
63456,1
63457,1
63458,1
63459,2
63460,1
63461,2
63462,3
63463,1
63464,1
63465,1
63466,1
63467,1
63468,3
63469,4
63470,1
63471,2
63472,4
63473,1
63474,1
63475,1
63476,2
63477,1
63478,2
63479,1
63480,2
63481,2
63482,2
63483,1
63484,1
63485,1
63486,1
63487,3
63488,1
63489,1
63490,1
63491,1
63492,1
63493,1
63494,3
63495,2
63496,1
63497,2
63498,1
63499,1
63500,1
63501,1
63502,1
63503,1
63504,1
63505,1
63506,1
63507,2
63508,3
63509,1
63510,1
63511,1
63512,4
63513,1
63514,3
63515,1
63516,2
63517,1
63518,1
63519,1
63520,1
63521,1
63522,4
63523,1
63524,2
63525,1
63526,1
63527,3
63528,1
63529,2
63530,1
63531,3
63532,3
63533,1
63534,1
63535,1
63536,1
63537,1
63538,1
63539,2
63540,3
63541,1
63542,3
63543,1
63544,3
63545,1
63546,1
63547,3
63548,1
63549,1
63550,3
63551,1
63552,1
63553,1
63554,1
63555,1
63556,1
63557,1
63558,2
63559,1
63560,1
63561,3
63562,1
63563,1
63564,1
63565,2
63566,2
63567,3
63568,3
63569,2
63570,1
63571,1
63572,1
63573,1
63574,1
63575,1
63576,1
63577,1
63578,2
63579,1
63580,3
63581,1
63582,4
63583,1
63584,1
63585,4
63586,1
63587,1
63588,1
63589,1
63590,1
63591,1
63592,4
63593,1
63594,3
63595,2
63596,1
63597,1
63598,2
63599,2
63600,2
63601,NA
63602,1
63603,2
63604,3
63605,3
63606,3
63607,1
63608,1
63609,1
63610,3
63611,1
63612,1
63613,1
63614,1
63615,1
63616,1
63617,1
63618,1
63619,1
63620,1
63621,1
63622,2
63623,1
63624,3
63625,1
63626,1
63627,1
63628,1
63629,1
63630,1
63631,1
63632,1
63633,1
63634,2
63635,1
63636,3
63637,1
63638,2
63639,1
63640,3
63641,2
63642,1
63643,2
63644,3
63645,3
63646,3
63647,1
63648,3
63649,1
63650,2
63651,1
63652,4
63653,4
63654,1
63655,1
63656,4
63657,1
63658,1
63659,1
63660,1
63661,3
63662,1
63663,3
63664,1
63665,1
63666,1
63667,1
63668,3
63669,1
63670,1
63671,2
63672,4
63673,1
63674,3
63675,1
63676,1
63677,1
63678,2
63679,1
63680,1
63681,1
63682,1
63683,1
63684,1
63685,1
63686,3
63687,1
63688,3
63689,1
63690,1
63691,3
63692,2
63693,1
63694,1
63695,1
63696,1
63697,1
63698,1
63699,1
63700,1
63701,1
63702,1
63703,3
63704,1
63705,4
63706,2
63707,1
63708,1
63709,3
63710,2
63711,1
63712,1
63713,1
63714,1
63715,1
63716,2
63717,4
63718,1
63719,3
63720,1
63721,2
63722,NA
63723,3
63724,3
63725,1
63726,1
63727,1
63728,2
63729,1
63730,1
63731,3
63732,3
63733,1
63734,3
63735,1
63736,1
63737,3
63738,4
63739,1
63740,1
63741,2
63742,1
63743,1
63744,1
63745,1
63746,4
63747,1
63748,3
63749,2
63750,2
63751,1
63752,1
63753,3
63754,2
63755,1
63756,2
63757,4
63758,1
63759,1
63760,1
63761,1
63762,3
63763,1
63764,1
63765,1
63766,1
63767,1
63768,2
63769,2
63770,4
63771,3
63772,1
63773,1
63774,4
63775,1
63776,1
63777,1
63778,3
63779,1
63780,1
63781,1
63782,2
63783,3
63784,1
63785,1
63786,1
63787,1
63788,4
63789,1
63790,2
63791,2
63792,1
63793,1
63794,1
63795,1
63796,1
63797,1
63798,1
63799,3
63800,4
63801,3
63802,3
63803,1
63804,3
63805,1
63806,1
63807,2
63808,3
63809,1
63810,1
63811,1
63812,1
63813,1
63814,1
63815,3
63816,2
63817,1
63818,1
63819,1
63820,2
63821,2
63822,1
63823,1
63824,2
63825,1
63826,1
63827,3
63828,1
63829,1
63830,1
63831,3
63832,1
63833,2
63834,1
63835,1
63836,4
63837,1
63838,1
63839,1
63840,1
63841,1
63842,1
63843,1
63844,1
63845,1
63846,1
63847,3
63848,1
63849,1
63850,1
63851,2
63852,1
63853,1
63854,1
63855,1
63856,1
63857,4
63858,1
63859,3
63860,1
63861,1
63862,1
63863,3
63864,3
63865,2
63866,3
63867,4
63868,1
63869,1
63870,1
63871,1
63872,2
63873,3
63874,3
63875,3
63876,3
63877,4
63878,1
63879,1
63880,1
63881,3
63882,1
63883,2
63884,1
63885,1
63886,1
63887,1
63888,2
63889,4
63890,1
63891,1
63892,1
63893,1
63894,2
63895,4
63896,1
63897,2
63898,4
63899,1
63900,1
63901,4
63902,1
63903,1
63904,1
63905,1
63906,1
63907,1
63908,2
63909,1
63910,1
63911,1
63912,1
63913,4
63914,1
63915,4
63916,1
63917,3
63918,1
63919,1
63920,1
63921,1
63922,4
63923,1
63924,3
63925,3
63926,3
63927,1
63928,1
63929,1
63930,1
63931,1
63932,1
63933,3
63934,1
63935,1
63936,1
63937,1
63938,1
63939,1
63940,1
63941,1
63942,3
63943,1
63944,1
63945,1
63946,3
63947,3
63948,1
63949,1
63950,1
63951,1
63952,1
63953,1
63954,1
63955,1
63956,1
63957,2
63958,3
63959,3
63960,1
63961,1
63962,1
63963,1
63964,1
63965,1
63966,3
63967,1
63968,4
63969,3
63970,1
63971,1
63972,1
63973,1
63974,1
63975,4
63976,3
63977,1
63978,2
63979,1
63980,3
63981,1
63982,1
63983,2
63984,2
63985,4
63986,1
63987,1
63988,3
63989,2
63990,1
63991,1
63992,4
63993,3
63994,2
63995,1
63996,2
63997,2
63998,1
63999,1
64000,NA
64001,3
64002,1
64003,1
64004,3
64005,3
64006,1
64007,1
64008,1
64009,1
64010,1
64011,1
64012,4
64013,1
64014,1
64015,3
64016,4
64017,1
64018,2
64019,3
64020,1
64021,1
64022,1
64023,1
64024,1
64025,1
64026,1
64027,2
64028,1
64029,1
64030,3
64031,3
64032,1
64033,1
64034,1
64035,1
64036,3
64037,1
64038,2
64039,1
64040,4
64041,4
64042,1
64043,3
64044,1
64045,1
64046,2
64047,1
64048,1
64049,3
64050,1
64051,3
64052,1
64053,1
64054,3
64055,3
64056,1
64057,1
64058,3
64059,1
64060,4
64061,1
64062,1
64063,1
64064,1
64065,1
64066,3
64067,2
64068,1
64069,3
64070,3
64071,3
64072,3
64073,3
64074,1
64075,4
64076,1
64077,1
64078,2
64079,1
64080,1
64081,3
64082,1
64083,1
64084,1
64085,1
64086,1
64087,1
64088,3
64089,2
64090,1
64091,1
64092,2
64093,1
64094,2
64095,1
64096,1
64097,1
64098,4
64099,1
64100,1
64101,3
64102,4
64103,1
64104,4
64105,1
64106,2
64107,1
64108,1
64109,NA
64110,4
64111,4
64112,1
64113,1
64114,2
64115,1
64116,1
64117,1
64118,3
64119,1
64120,1
64121,1
64122,2
64123,3
64124,3
64125,1
64126,1
64127,1
64128,3
64129,3
64130,1
64131,1
64132,1
64133,1
64134,1
64135,1
64136,2
64137,1
64138,1
64139,2
64140,3
64141,1
64142,1
64143,3
64144,1
64145,1
64146,1
64147,1
64148,1
64149,4
64150,3
64151,1
64152,1
64153,1
64154,1
64155,1
64156,1
64157,1
64158,3
64159,1
64160,1
64161,1
64162,1
64163,1
64164,1
64165,2
64166,1
64167,3
64168,1
64169,4
64170,1
64171,1
64172,1
64173,1
64174,2
64175,1
64176,1
64177,2
64178,1
64179,1
64180,1
64181,1
64182,1
64183,1
64184,3
64185,2
64186,1
64187,1
64188,1
64189,1
64190,1
64191,4
64192,1
64193,4
64194,1
64195,1
64196,1
64197,1
64198,3
64199,3
64200,1
64201,2
64202,1
64203,4
64204,1
64205,1
64206,4
64207,1
64208,1
64209,1
64210,3
64211,2
64212,1
64213,2
64214,2
64215,3
64216,1
64217,3
64218,1
64219,3
64220,1
64221,3
64222,1
64223,2
64224,3
64225,1
64226,1
64227,1
64228,1
64229,2
64230,1
64231,2
64232,2
64233,3
64234,1
64235,1
64236,1
64237,1
64238,3
64239,3
64240,1
64241,1
64242,1
64243,1
64244,1
64245,1
64246,4
64247,2
64248,1
64249,1
64250,2
64251,1
64252,1
64253,1
64254,2
64255,3
64256,1
64257,4
64258,1
64259,3
64260,4
64261,1
64262,1
64263,1
64264,1
