SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,DMDEDUC2,INDFMPIR
26997,2,28,3,5,0.8
26998,2,31,1,3,0
26999,1,9,1,NA,1.54
27000,1,10,4,NA,1.39
27001,1,38,5,3,3.04
27002,2,18,4,NA,1.32
27003,2,75,4,4,3.05
27004,1,16,1,NA,4.24
27005,1,84,3,2,3.2
27006,1,13,2,NA,0.35
27007,2,33,1,4,1.11
27008,1,54,3,5,5
27009,1,82,3,3,2.97
27010,2,9,3,NA,2.92
27011,2,59,3,4,4.57
27012,1,7,2,NA,0.95
27013,2,6,3,NA,4.18
27014,1,63,1,1,1
27015,1,0,1,NA,0.39
27016,2,76,3,1,1.3
27017,1,39,2,2,0.79
27018,1,34,1,3,2.36
27019,1,43,1,1,0
27020,2,64,3,5,1.24
27021,1,0,4,NA,0.29
27022,1,0,1,NA,0.81
27023,1,70,4,3,1.45
27024,1,74,3,5,1.34
27025,2,15,4,NA,0.46
27026,2,10,3,NA,4.18
27027,2,37,2,2,1.09
27028,1,22,3,4,5
27029,1,58,2,2,0.99
27030,1,14,1,NA,0.05
27031,2,81,3,5,2.06
27032,1,63,4,3,1.48
27033,1,85,1,2,0.72
27034,1,13,3,NA,2.62
27035,2,0,3,NA,4.79
27036,1,43,1,5,1.6
27037,1,74,3,4,4.13
27038,2,19,1,NA,0
27039,2,28,4,4,2.17
27040,2,37,1,5,2.99
27041,2,57,3,1,0.75
27042,1,1,5,NA,1.57
27043,1,8,1,NA,4.46
27044,2,7,4,NA,0.82
27045,1,15,3,NA,5
27046,1,0,1,NA,0.51
27047,1,16,1,NA,5
27048,1,33,3,4,4.47
27049,2,18,4,NA,2.06
27050,2,83,3,5,4.3
27051,1,82,3,3,1.72
27052,2,1,4,NA,0.18
27053,1,8,4,NA,0.38
27054,2,14,3,NA,0.56
27055,2,1,1,NA,2.1
27056,2,24,3,4,1.27
27057,1,46,3,3,0.41
27058,1,20,3,3,NA
27059,1,48,4,1,3.6
27060,1,57,2,5,4.91
27061,2,17,4,NA,0.49
27062,1,9,3,NA,0
27063,2,15,4,NA,0.66
27064,2,63,4,5,5
27065,1,12,4,NA,0.83
27066,2,57,3,4,4.59
27067,2,13,1,NA,3.71
27068,2,23,3,4,4.54
27069,2,0,2,NA,1.07
27070,1,15,3,NA,5
27071,2,10,3,NA,5
27072,1,61,3,4,2.39
27073,1,14,4,NA,5
27074,2,19,4,NA,NA
27075,2,27,3,3,NA
27076,2,1,3,NA,2.79
27077,2,80,4,7,0.48
27078,1,33,3,3,1.88
27079,2,43,3,2,0.44
27080,2,2,2,NA,5
27081,1,0,3,NA,0.19
27082,1,17,3,NA,2.29
27083,1,3,4,NA,1.62
27084,1,49,5,1,1.17
27085,1,85,3,4,1.42
27086,2,18,4,NA,0.91
27087,1,8,1,NA,0.07
27088,1,18,2,NA,1.34
27089,1,1,1,NA,4.79
27090,1,0,3,NA,4.54
27091,2,50,4,4,1.79
27092,1,78,1,3,1.29
27093,1,1,4,NA,0.91
27094,1,53,1,1,1.9
27095,2,2,2,NA,1.3
27096,1,13,5,NA,3.04
27097,2,13,4,NA,4.4
27098,2,44,1,4,1.97
27099,2,16,3,NA,1.8
27100,2,31,1,4,5
27101,2,1,1,NA,0.54
27102,1,0,1,NA,1.01
27103,2,49,3,2,3.25
27104,1,41,1,5,1.52
27105,2,16,3,NA,5
27106,2,4,3,NA,0.83
27107,2,53,4,3,0.83
27108,2,66,3,4,4
27109,2,79,1,9,1.2
27110,1,14,4,NA,0.46
27111,1,35,4,5,4.95
27112,2,16,4,NA,1.84
27113,1,15,4,NA,1.53
27114,1,5,1,NA,0.76
27115,1,22,5,4,2.15
27116,2,10,4,NA,0.6
27117,2,30,4,5,1.34
27118,1,14,4,NA,4.64
27119,2,28,4,3,1.31
27120,2,7,4,NA,0.87
27121,1,3,4,NA,0.53
27122,1,2,3,NA,0.53
27123,1,71,3,4,1.76
27124,1,28,3,5,1.18
27125,2,2,3,NA,5
27126,1,1,1,NA,0.96
27127,2,11,4,NA,0.47
27128,2,2,2,NA,1.66
27129,2,72,3,4,4.95
27130,1,1,1,NA,1.83
27131,2,3,1,NA,0.96
27132,2,12,3,NA,1.91
27133,1,16,1,NA,5
27134,2,0,4,NA,3.71
27135,1,17,4,NA,5
27136,1,19,1,NA,NA
27137,2,18,4,NA,3.18
27138,2,5,3,NA,2.18
27139,2,3,1,NA,3.7
27140,1,13,4,NA,1.4
27141,2,19,3,NA,3.4
27142,1,73,3,4,2.48
27143,1,70,3,4,2.26
27144,2,36,3,4,0.76
27145,2,0,4,NA,1.38
27146,1,73,3,3,4
27147,2,56,4,3,2.78
27148,1,17,4,NA,1.86
27149,1,5,1,NA,0.84
27150,1,2,5,NA,NA
27151,1,1,4,NA,0.79
27152,1,0,1,NA,1.34
27153,1,61,3,4,1.49
27154,2,46,4,4,1.44
27155,1,17,4,NA,0.85
27156,1,62,3,5,3.14
27157,2,75,1,1,NA
27158,2,1,3,NA,1.96
27159,1,85,2,1,1.34
27160,1,31,1,3,0.93
27161,1,36,1,1,0.76
27162,1,51,1,1,0.64
27163,1,65,1,3,4.13
27164,2,7,3,NA,2.18
27165,2,85,3,3,0.93
27166,1,81,3,5,1.92
27167,1,33,4,4,5
27168,2,6,1,NA,2.64
27169,2,16,3,NA,3.19
27170,2,84,3,4,4.13
27171,2,65,3,3,3.12
27172,2,3,5,NA,0.7
27173,2,18,3,NA,0.33
27174,1,34,3,4,1.23
27175,1,44,3,5,5
27176,2,32,3,5,5
27177,2,54,3,5,1.89
27178,1,14,3,NA,5
27179,2,75,3,3,1.07
27180,1,12,3,NA,5
27181,2,50,3,5,5
27182,1,32,1,2,0.78
27183,1,19,4,NA,2.85
27184,2,60,3,3,NA
27185,2,2,2,NA,1.7
27186,2,30,3,3,1.57
27187,1,31,5,2,1.47
27188,2,68,4,4,2.28
27189,2,10,3,NA,1.6
27190,2,84,3,1,1.77
27191,2,15,4,NA,3.88
27192,1,0,2,NA,5
27193,1,21,3,4,1.93
27194,1,61,4,2,0.64
27195,1,14,4,NA,0.42
27196,2,22,3,4,0.56
27197,2,16,1,NA,0.6
27198,2,19,3,NA,0.35
27199,2,71,3,3,4.95
27200,2,25,2,5,5
27201,2,14,3,NA,3.25
27202,1,18,3,NA,3.71
27203,2,14,4,NA,4.27
27204,1,39,3,3,2.36
27205,1,34,2,1,1.3
27206,1,19,1,NA,1.38
27207,1,0,5,NA,2.65
27208,1,16,4,NA,0.38
27209,2,71,3,3,3.9
27210,2,82,3,2,2.62
27211,1,18,1,NA,0.57
27212,2,14,1,NA,2.01
27213,2,76,1,3,0.78
27214,2,18,4,NA,1.49
27215,1,75,3,4,5
27216,2,27,2,4,2.58
27217,1,51,3,4,4.35
27218,2,6,4,NA,0.98
27219,1,50,5,5,0.98
27220,2,64,4,4,0.62
27221,1,83,3,5,5
27222,1,45,3,4,3.83
27223,2,2,3,NA,2.02
27224,1,27,4,1,3.63
27225,1,9,4,NA,0.29
27226,1,16,3,NA,0.62
27227,1,65,3,3,4
27228,1,26,3,3,5
27229,1,1,3,NA,3.6
27230,1,25,1,1,1.44
27231,2,1,3,NA,0
27232,2,3,2,NA,1.3
27233,2,64,3,2,1.18
27234,2,69,4,2,0.8
27235,1,76,1,1,1.09
27236,1,8,3,NA,2.7
27237,1,73,3,5,5
27238,1,16,4,NA,1.26
27239,1,29,1,4,2.8
27240,2,41,3,4,4.09
27241,2,10,4,NA,1.52
27242,2,28,3,4,4.47
27243,1,34,3,4,2.99
27244,2,39,4,3,NA
27245,1,82,1,4,NA
27246,1,16,1,NA,0.66
27247,1,14,1,NA,3.34
27248,1,16,4,NA,0.33
27249,1,10,1,NA,1.7
27250,2,5,4,NA,0.29
27251,1,46,1,2,4.24
27252,2,1,3,NA,1.98
27253,2,61,4,1,1
27254,1,49,2,2,1.2
27255,2,8,3,NA,3.02
27256,2,29,1,1,1.02
27257,2,76,4,5,4.68
27258,1,31,5,5,NA
27259,1,81,3,5,2.99
27260,1,7,1,NA,0.66
27261,2,45,4,3,0.08
27262,2,55,4,3,NA
27263,1,22,3,3,2.45
27264,1,12,4,NA,1.72
27265,1,60,4,4,1.05
27266,1,13,1,NA,1.64
27267,2,62,1,1,1.31
27268,2,2,3,NA,0.23
27269,2,40,4,3,1.92
27270,1,54,3,5,5
27271,1,16,4,NA,0.95
27272,2,53,3,4,4
27273,1,4,1,NA,2.36
27274,2,4,3,NA,5
27275,1,52,3,3,5
27276,1,12,1,NA,0.42
27277,1,16,4,NA,0.85
27278,2,37,4,2,3.6
27279,2,74,3,2,2.48
27280,2,10,1,NA,1.59
27281,1,60,1,1,1.9
27282,1,63,3,4,2.4
27283,2,9,1,NA,0.39
27284,1,16,3,NA,1.36
27285,1,48,1,4,3.28
27286,2,80,3,3,1.61
27287,2,28,4,2,0.7
27288,1,31,1,4,4.29
27289,1,35,1,4,3.22
27290,2,83,3,4,0.99
27291,1,19,1,NA,0.56
27292,2,2,1,NA,1.37
27293,1,50,5,1,3.6
27294,2,66,3,4,0.96
27295,2,84,3,3,NA
27296,2,13,4,NA,1.65
27297,1,1,4,NA,0.43
27298,2,85,5,1,1.34
27299,2,11,3,NA,0.98
27300,2,47,2,4,0.11
27301,2,48,3,4,4.59
27302,1,1,4,NA,0.98
27303,2,31,3,4,0.77
27304,2,80,3,3,1.6
27305,1,6,4,NA,0.46
27306,1,7,3,NA,1.8
27307,1,22,1,2,1.4
27308,2,7,3,NA,0.93
27309,1,72,1,2,2.44
27310,1,5,3,NA,2.02
27311,1,0,2,NA,1.18
27312,1,65,1,1,0.79
27313,1,42,1,4,2
27314,1,10,5,NA,3.04
27315,2,67,3,4,2.64
27316,2,18,2,NA,0.82
27317,1,47,4,5,2.69
27318,2,43,4,2,0
27319,1,15,3,NA,5
27320,1,47,4,2,4.66
27321,1,7,3,NA,0.38
27322,2,16,3,NA,5
27323,2,68,3,4,3.71
27324,2,45,4,2,0.06
27325,2,12,4,NA,2.16
27326,2,19,3,NA,0.14
27327,1,74,1,1,0.58
27328,2,0,4,NA,0.41
27329,2,58,3,9,NA
27330,1,16,4,NA,NA
27331,1,11,4,NA,0.13
27332,1,25,3,3,5
27333,1,19,4,NA,2.81
27334,2,18,4,NA,0
27335,1,77,1,1,1.65
27336,2,9,4,NA,2.18
27337,1,33,3,5,1.72
27338,2,13,3,NA,5
27339,2,53,3,3,5
27340,1,19,3,NA,0.22
27341,1,26,1,2,3.41
27342,1,56,3,3,4.48
27343,2,36,3,2,0.87
27344,2,42,3,5,0.97
27345,2,28,3,5,2.56
27346,1,60,1,2,1.61
27347,2,6,3,NA,4.99
27348,1,46,1,1,0.88
27349,2,85,4,1,1.12
27350,1,19,3,NA,1.15
27351,2,14,4,NA,2.56
27352,1,7,5,NA,0.54
27353,2,13,4,NA,0.33
27354,2,48,3,3,1.56
27355,1,19,4,NA,0.83
27356,1,61,3,3,1.2
27357,2,0,3,NA,2.38
27358,2,41,1,2,1.09
27359,1,58,3,2,2.81
27360,2,67,4,2,NA
27361,2,27,3,2,0.64
27362,1,3,3,NA,0.95
27363,2,58,4,4,2.23
27364,2,21,3,4,NA
27365,2,21,3,3,0.26
27366,2,14,4,NA,0.99
27367,2,7,1,NA,0.88
27368,1,12,3,NA,5
27369,1,7,3,NA,3.63
27370,2,55,3,4,4.4
27371,2,16,4,NA,1.91
27372,2,12,1,NA,1.95
27373,2,14,3,NA,5
27374,1,15,3,NA,4.99
27375,2,39,3,5,5
27376,2,0,3,NA,0.06
27377,1,85,3,3,2.89
27378,2,17,3,NA,4.35
27379,1,21,5,4,0.21
27380,1,20,3,2,1.03
27381,2,17,3,NA,1.28
27382,1,28,3,5,3.01
27383,1,4,3,NA,NA
27384,2,2,1,NA,1.98
27385,2,12,4,NA,0.19
27386,2,64,1,3,1.16
27387,1,30,3,2,2.72
27388,2,29,3,3,NA
27389,1,3,4,NA,0.2
27390,2,6,5,NA,1.59
27391,2,55,3,4,5
27392,2,19,3,NA,1.67
27393,1,44,1,1,1.97
27394,1,8,1,NA,1.33
27395,2,3,4,NA,1.08
27396,2,15,1,NA,1.7
27397,2,3,2,NA,0.38
27398,2,23,1,3,0.64
27399,2,0,1,NA,1.05
27400,1,15,3,NA,4.24
27401,1,5,3,NA,2.12
27402,1,62,3,3,2.4
27403,2,85,4,9,1.08
27404,2,36,5,4,NA
27405,1,4,3,NA,2.27
27406,1,74,2,5,2.72
27407,2,46,3,3,0.86
27408,2,12,4,NA,1.86
27409,2,12,1,NA,0.79
27410,2,5,1,NA,1.08
27411,2,85,3,4,1.74
27412,1,0,1,NA,0
27413,2,11,4,NA,0.22
27414,2,0,2,NA,0.82
27415,2,52,1,4,1.57
27416,2,37,4,2,1.98
27417,2,16,1,NA,2.92
27418,1,85,3,5,5
27419,2,2,4,NA,5
27420,2,15,1,NA,1.86
27421,2,41,1,4,3.98
27422,1,68,3,1,0.61
27423,2,82,3,1,0.81
27424,2,19,1,NA,2.12
27425,2,24,3,3,1.53
27426,2,12,3,NA,3.04
27427,1,0,4,NA,NA
27428,2,9,2,NA,1.48
27429,2,72,4,5,3.71
27430,1,74,3,3,1.8
27431,2,19,1,NA,5
27432,2,0,3,NA,1.11
27433,1,53,3,3,4.98
27434,2,10,1,NA,0.59
27435,1,73,3,5,2.48
27436,1,25,3,4,NA
27437,2,1,4,NA,0.18
27438,1,0,1,NA,4.46
27439,2,14,4,NA,0.28
27440,1,75,3,3,0.65
27441,1,16,3,NA,3.45
27442,1,22,3,3,0.38
27443,2,3,2,NA,1.03
27444,1,6,4,NA,0.87
27445,1,12,4,NA,4.13
27446,1,17,4,NA,2.92
27447,2,14,1,NA,1.18
27448,1,22,3,2,0.92
27449,2,17,3,NA,5
27450,2,8,4,NA,2.39
27451,2,5,1,NA,1.01
27452,1,50,3,5,5
27453,2,31,3,1,0.56
27454,2,14,4,NA,1.63
27455,1,36,4,3,4.47
27456,2,75,3,4,2.15
27457,2,68,4,2,1.12
27458,2,6,3,NA,5
27459,1,10,3,NA,4.62
27460,2,0,3,NA,0.21
27461,2,58,4,3,2.14
27462,2,85,3,1,2.78
27463,1,16,4,NA,4.21
27464,2,27,1,2,1.81
27465,1,35,2,3,1.39
27466,1,14,5,NA,1.22
27467,2,28,4,3,0.66
27468,1,28,3,4,1.45
27469,1,29,3,5,2.58
27470,1,9,4,NA,2.42
27471,1,47,3,4,1.97
27472,1,54,3,4,5
27473,1,17,1,NA,1.98
27474,1,85,3,5,4
27475,1,68,3,4,0
27476,1,19,3,NA,1.45
27477,1,0,3,NA,1.02
27478,1,22,3,4,2.46
27479,1,11,1,NA,0.33
27480,1,63,1,4,2.11
27481,2,17,4,NA,NA
27482,2,69,4,2,3.06
27483,1,31,4,1,1.22
27484,2,85,3,4,2.78
27485,1,17,4,NA,1.1
27486,1,65,3,4,1.36
27487,1,38,1,1,0.13
27488,1,8,1,NA,0.59
27489,1,32,4,4,2.23
27490,1,76,3,4,2.56
27491,2,17,3,NA,5
27492,2,14,1,NA,0.96
27493,2,11,3,NA,1.17
27494,1,17,4,NA,2.95
27495,1,14,4,NA,1.97
27496,1,1,3,NA,NA
27497,1,15,4,NA,0.41
27498,1,17,3,NA,5
27499,2,23,4,5,5
27500,1,39,3,3,2.18
27501,2,28,1,2,1.25
27502,2,11,1,NA,1.49
27503,1,18,1,NA,0.12
27504,1,75,3,4,2.55
27505,1,3,4,NA,3.66
27506,2,22,1,3,0.74
27507,1,32,4,2,1.22
27508,2,43,4,3,3.9
27509,2,15,4,NA,0.46
27510,2,52,3,4,0.56
27511,1,11,4,NA,0.9
27512,1,8,1,NA,0.33
27513,2,44,3,5,5
27514,1,18,1,NA,NA
27515,2,4,3,NA,NA
27516,1,78,1,1,0.64
27517,1,18,4,NA,1.63
27518,1,83,3,3,2.06
27519,2,8,1,NA,1.54
27520,1,63,1,1,0.59
27521,2,66,3,2,1.04
27522,2,85,3,1,2.88
27523,1,3,3,NA,0.91
27524,1,82,3,3,1.61
27525,1,15,4,NA,0.38
27526,2,64,4,3,1.34
27527,2,81,3,2,0.75
27528,2,59,3,3,1.29
27529,1,63,3,5,5
27530,1,26,4,2,0.58
27531,1,19,4,NA,0.32
27532,1,31,4,2,0.56
27533,1,20,3,4,3.98
27534,2,3,1,NA,0.79
27535,1,0,1,NA,2.08
27536,2,35,4,4,4.91
27537,1,69,3,4,2
27538,1,47,3,5,5
27539,2,6,4,NA,1.65
27540,2,14,4,NA,0.59
27541,2,18,1,NA,1.55
27542,1,7,3,NA,3.51
27543,2,25,4,4,1.86
27544,1,43,3,3,1.27
27545,1,13,1,NA,1.45
27546,1,1,1,NA,0.53
27547,1,8,4,NA,1.53
27548,1,8,3,NA,2.02
27549,1,18,4,NA,0
27550,1,26,2,5,3.22
27551,2,81,3,7,1.92
27552,2,77,1,1,0.75
27553,1,15,4,NA,5
27554,1,37,3,4,4.24
27555,2,20,3,3,2.62
27556,2,33,3,5,5
27557,2,0,3,NA,1.27
27558,1,1,3,NA,0.27
27559,2,67,3,3,3.6
27560,2,0,1,NA,0.16
27561,2,27,1,3,0.42
27562,2,7,3,NA,1.91
27563,1,24,1,1,1.02
27564,1,5,3,NA,1.23
27565,1,17,1,NA,1.9
27566,2,19,3,NA,4.11
27567,2,33,4,3,0.66
27568,2,73,3,1,1.68
27569,2,13,1,NA,0.54
27570,2,82,4,1,0.39
27571,1,4,1,NA,0.87
27572,1,14,3,NA,5
27573,1,15,4,NA,2.81
27574,2,85,3,3,3.71
27575,2,11,3,NA,0.86
27576,2,0,3,NA,1.01
27577,2,29,2,5,0.86
27578,1,18,1,NA,1.01
27579,2,85,3,5,5
27580,2,75,4,2,2.31
27581,2,7,3,NA,3.18
27582,1,29,1,1,1.33
27583,2,5,3,NA,0.77
27584,2,75,3,2,1.11
27585,1,77,3,1,0.83
27586,1,19,4,NA,1.96
27587,1,52,3,4,3.2
27588,1,13,1,NA,1.41
27589,1,5,4,NA,3.83
27590,2,8,1,NA,1.57
27591,1,16,1,NA,0.66
27592,1,2,5,NA,4.64
27593,1,69,3,5,5
27594,2,19,3,NA,0.27
27595,1,46,3,5,3.71
27596,2,73,3,3,2.56
27597,1,69,3,3,3.04
27598,1,54,3,4,2.92
27599,2,11,4,NA,0.53
27600,2,54,3,3,5
27601,2,69,4,1,4.26
27602,1,4,4,NA,1.11
27603,2,9,4,NA,1.53
27604,2,42,4,4,2.56
27605,2,81,3,2,1.25
27606,1,21,3,4,0.33
27607,1,21,1,4,1.11
27608,2,12,4,NA,3.86
27609,2,14,4,NA,4.08
27610,1,75,3,1,2.06
27611,2,42,1,1,0.91
27612,2,20,5,2,0.29
27613,2,10,3,NA,3.4
27614,1,1,4,NA,2.04
27615,2,18,4,NA,0.18
27616,1,5,3,NA,1.82
27617,1,3,3,NA,0.9
27618,2,14,4,NA,5
27619,1,9,4,NA,0.98
27620,2,59,3,3,2.4
27621,2,32,3,4,5
27622,1,60,3,5,3.9
27623,1,16,1,NA,2.17
27624,1,9,4,NA,1.38
27625,2,15,1,NA,0.33
27626,1,49,3,4,NA
27627,2,11,3,NA,5
27628,2,56,2,1,1.3
27629,2,18,3,NA,3.6
27630,2,56,4,3,1.22
27631,1,28,1,2,2.58
27632,1,21,4,4,2.23
27633,2,77,3,3,1.5
27634,1,50,3,5,5
27635,2,56,3,3,5
27636,1,5,3,NA,4.64
27637,1,19,4,NA,0.69
27638,1,1,4,NA,0.22
27639,2,28,3,5,4.48
27640,1,18,3,NA,NA
27641,2,56,3,3,1.93
27642,2,57,5,4,0.44
27643,1,70,3,1,0.96
27644,1,5,3,NA,0.52
27645,2,83,3,1,0.75
27646,1,15,3,NA,4.35
27647,1,15,4,NA,1.79
27648,2,34,3,5,4.34
27649,2,37,4,2,1.31
27650,1,1,3,NA,1.22
27651,1,78,3,4,1.2
27652,1,62,1,1,NA
27653,1,50,3,5,NA
27654,1,18,3,NA,3.98
27655,2,4,3,NA,5
27656,2,16,3,NA,3.6
27657,2,65,3,3,2.89
27658,1,0,1,NA,0.85
27659,1,74,3,1,4.54
27660,1,45,3,4,3.98
27661,2,58,3,2,1.28
27662,2,47,4,3,0.58
27663,2,36,1,4,0.08
27664,1,2,3,NA,0.58
27665,2,24,4,5,2.78
27666,1,1,5,NA,1.86
27667,2,45,3,4,2.4
27668,1,9,3,NA,5
27669,1,85,3,1,0.7
27670,2,20,1,4,0.96
27671,2,62,3,3,3.92
27672,1,1,1,NA,0.67
27673,1,13,1,NA,2.27
27674,2,39,3,5,NA
27675,2,55,3,5,1.98
27676,1,35,3,3,3.65
27677,2,6,4,NA,0.25
27678,1,60,3,3,2.4
27679,1,54,4,1,1.29
27680,2,66,3,5,1.36
27681,1,0,3,NA,0.27
27682,1,3,3,NA,5
27683,2,22,3,4,4.59
27684,1,57,3,4,1.2
27685,2,14,1,NA,0.86
27686,2,17,1,NA,0.67
27687,1,76,3,5,4.95
27688,2,64,1,3,1.08
27689,2,82,3,3,2.89
27690,1,12,3,NA,4.54
27691,1,0,5,NA,4.41
27692,2,12,4,NA,1
27693,1,32,3,5,3.76
27694,1,0,4,NA,0.41
27695,2,18,4,NA,2.79
27696,1,17,4,NA,0.11
27697,1,54,3,3,1.92
27698,2,20,5,4,5
27699,1,0,4,NA,2.17
27700,2,72,3,3,1.67
27701,1,26,3,5,3.2
27702,2,18,3,NA,NA
27703,1,57,3,1,1.1
27704,1,14,4,NA,NA
27705,2,29,1,2,0.59
27706,2,1,1,NA,1.86
27707,2,43,3,5,4.05
27708,2,42,1,2,2.12
27709,2,12,3,NA,3.98
27710,2,42,3,3,NA
27711,1,48,5,3,0.85
27712,1,39,3,4,5
27713,2,52,3,4,2.1
27714,2,22,3,4,4.64
27715,2,19,4,NA,NA
27716,2,27,3,5,5
27717,2,1,4,NA,0.64
27718,1,17,3,NA,1.82
27719,1,10,4,NA,1.11
27720,2,4,3,NA,1.03
27721,2,29,3,5,3.19
27722,1,60,1,4,4.8
27723,1,44,3,4,3.96
27724,2,12,1,NA,0.45
27725,1,24,3,4,2.23
27726,2,42,3,2,1.61
27727,2,17,4,NA,2.23
27728,2,0,1,NA,0.73
27729,2,32,3,5,2.5
27730,2,85,3,3,1.13
27731,1,1,1,NA,3.6
27732,1,3,1,NA,3.61
27733,1,0,1,NA,0.53
27734,1,82,1,1,1.89
27735,2,13,1,NA,5
27736,1,13,1,NA,0.33
27737,2,38,2,3,3.4
27738,2,35,4,4,1.77
27739,1,68,3,5,4.01
27740,1,12,4,NA,2.32
27741,1,80,4,2,1.07
27742,1,68,3,3,5
27743,1,26,3,3,4.42
27744,2,14,1,NA,0.7
27745,1,4,2,NA,0.96
27746,2,73,3,2,4
27747,1,39,3,3,5
27748,1,4,1,NA,0
27749,2,65,3,4,1.68
27750,2,65,3,4,2.88
27751,2,5,1,NA,0.83
27752,1,17,3,NA,5
27753,2,51,1,1,2.39
27754,1,51,3,3,5
27755,1,37,1,1,3.12
27756,2,26,4,2,1.2
27757,1,16,1,NA,NA
27758,1,38,5,5,2.75
27759,1,21,4,3,5
27760,2,19,4,NA,2.32
27761,2,45,1,3,3.32
27762,1,17,1,NA,0.66
27763,1,81,3,3,5
27764,2,1,4,NA,0.33
27765,2,18,1,NA,0.74
27766,1,76,3,3,1.24
27767,1,65,3,5,NA
27768,1,17,1,NA,2.29
27769,1,4,3,NA,1.15
27770,2,67,3,1,0.59
27771,2,20,1,4,1.51
27772,2,32,3,5,4.79
27773,1,15,4,NA,2.62
27774,2,19,3,NA,0.75
27775,1,19,4,NA,1.65
27776,1,20,4,3,1.28
27777,1,15,3,NA,4
27778,1,19,3,NA,4.47
27779,2,38,3,4,2.67
27780,2,1,3,NA,0
27781,1,0,3,NA,2.5
27782,1,15,3,NA,0.87
27783,2,8,4,NA,0.53
27784,2,72,1,2,1.24
27785,2,29,1,3,2.8
27786,2,14,4,NA,3.18
27787,1,9,3,NA,1.05
27788,1,17,4,NA,0.18
27789,1,62,3,2,5
27790,2,19,4,NA,0.22
27791,2,6,4,NA,0.87
27792,1,57,1,1,0.32
27793,1,24,1,1,0.9
27794,1,8,3,NA,4.18
27795,1,0,4,NA,0.19
27796,1,11,3,NA,3.63
27797,1,5,3,NA,3.19
27798,2,33,3,3,3.71
27799,1,7,3,NA,3.05
27800,1,15,4,NA,2.18
27801,1,85,3,5,3.01
27802,2,5,4,NA,0.85
27803,2,46,3,4,NA
27804,1,17,4,NA,1.68
27805,2,11,4,NA,0.1
27806,1,25,3,3,NA
27807,2,16,1,NA,1.91
27808,1,8,1,NA,0.59
27809,1,18,1,NA,1
27810,2,71,1,2,1.34
27811,1,47,3,3,2.65
27812,1,69,1,1,1.28
27813,2,5,3,NA,NA
27814,1,5,3,NA,3.04
27815,1,14,4,NA,4.18
27816,2,33,3,5,5
27817,1,17,4,NA,1.82
27818,1,2,3,NA,1.2
27819,2,18,1,NA,4.26
27820,2,6,3,NA,4.05
27821,2,66,4,1,0.81
27822,2,28,3,5,5
27823,1,17,3,NA,5
27824,1,9,3,NA,3.98
27825,2,3,3,NA,1.04
27826,1,1,1,NA,NA
27827,1,14,3,NA,3.97
27828,1,63,3,3,1.07
27829,2,37,4,4,1.28
27830,2,13,4,NA,0.71
27831,1,6,1,NA,5
27832,2,40,3,3,3.26
27833,1,21,5,4,0
27834,2,70,1,3,0.42
27835,1,31,1,3,1.16
27836,1,66,3,5,5
27837,1,19,1,NA,0.02
27838,1,79,3,2,4.59
27839,1,70,1,1,0.99
27840,1,46,4,3,2.12
27841,2,25,3,5,4.74
27842,1,68,3,5,3.71
27843,1,53,3,4,2.8
27844,1,0,4,NA,0.66
27845,1,21,4,4,NA
27846,1,17,1,NA,1.59
27847,1,34,3,4,5
27848,1,71,3,3,5
27849,2,13,4,NA,NA
27850,1,1,1,NA,0.65
27851,2,20,4,2,0.19
27852,1,6,4,NA,5
27853,1,29,3,4,4.68
27854,2,46,1,2,0.79
27855,1,28,3,4,1.27
27856,2,69,3,4,1.98
27857,2,7,4,NA,0.26
27858,2,15,3,NA,2.12
27859,1,84,3,5,2.45
27860,1,5,4,NA,0.38
27861,2,3,4,NA,0.43
27862,2,63,1,1,1.11
27863,2,2,3,NA,3.3
27864,2,18,1,NA,0.88
27865,2,1,1,NA,0.74
27866,2,0,4,NA,1.69
27867,2,18,1,NA,0.09
27868,1,7,4,NA,2.44
27869,2,41,3,3,4.24
27870,1,7,4,NA,0.33
27871,2,13,4,NA,0.98
27872,1,53,3,3,5
27873,1,60,3,5,5
27874,2,18,3,NA,5
27875,1,66,3,5,3.74
27876,2,54,3,4,5
27877,2,16,1,NA,1.17
27878,2,60,3,4,4.96
27879,2,13,4,NA,1.76
27880,1,63,3,2,0.9
27881,2,85,3,4,1.61
27882,2,49,1,4,4.13
27883,1,0,1,NA,0.32
27884,2,35,3,5,2.94
27885,2,14,1,NA,2.02
27886,1,34,5,2,3.12
27887,2,18,3,NA,5
27888,1,69,1,3,2.95
27889,2,20,3,4,1.4
27890,1,70,3,3,NA
27891,1,2,4,NA,1.9
27892,2,8,4,NA,3.18
27893,1,35,3,4,5
27894,2,17,2,NA,2.27
27895,2,49,4,3,1.84
27896,1,19,4,NA,0.62
27897,1,71,3,2,1.04
27898,2,0,1,NA,0.65
27899,2,23,3,3,4.23
27900,1,59,3,3,1.84
27901,2,16,4,NA,0.08
27902,1,9,3,NA,5
27903,1,63,3,4,NA
27904,1,7,2,NA,1.06
27905,1,3,1,NA,1.49
27906,2,14,4,NA,1.61
27907,2,34,4,3,0.33
27908,1,64,4,2,2.48
27909,2,53,3,4,2.96
27910,2,71,3,2,1.28
27911,1,31,1,1,0.83
27912,2,14,3,NA,2.69
27913,1,1,5,NA,1.05
27914,2,34,3,5,5
