SEQN,FSDHH
83995,1
83996,3
83997,4
83998,1
83999,3
84000,1
84001,2
84002,1
84003,3
84004,1
84005,2
84006,4
84007,1
84008,1
84009,1
84010,1
84011,4
84012,2
84013,4
84014,1
84015,NA
84016,1
84017,NA
84018,1
84019,1
84020,1
84021,4
84022,1
84023,2
84024,1
84025,4
84026,3
84027,3
84028,1
84029,NA
84030,2
84031,NA
84032,1
84033,1
84034,1
84035,3
84036,1
84037,1
84038,3
84039,1
84040,1
84041,1
84042,1
84043,2
84044,2
84045,1
84046,1
84047,1
84048,1
84049,NA
84050,1
84051,1
84052,1
84053,4
84054,1
84055,2
84056,3
84057,1
84058,1
84059,4
84060,3
84061,3
84062,3
84063,3
84064,2
84065,3
84066,1
84067,1
84068,1
84069,1
84070,1
84071,1
84072,1
84073,2
84074,3
84075,3
84076,2
84077,1
84078,4
84079,1
84080,1
84081,1
84082,1
84083,2
84084,1
84085,1
84086,1
84087,1
84088,1
84089,4
84090,1
84091,1
84092,1
84093,2
84094,1
84095,1
84096,1
84097,1
84098,3
84099,2
84100,3
84101,1
84102,1
84103,1
84104,3
84105,1
84106,1
84107,3
84108,3
84109,1
84110,3
84111,NA
84112,3
84113,1
84114,2
84115,1
84116,1
84117,1
84118,2
84119,NA
84120,3
84121,2
84122,2
84123,1
84124,3
84125,1
84126,4
84127,2
84128,4
84129,1
84130,1
84131,4
84132,2
84133,2
84134,1
84135,4
84136,2
84137,1
84138,1
84139,1
84140,1
84141,1
84142,1
84143,4
84144,1
84145,1
84146,3
84147,1
84148,1
84149,1
84150,1
84151,1
84152,3
84153,4
84154,4
84155,4
84156,2
84157,1
84158,1
84159,3
84160,1
84161,2
84162,1
84163,3
84164,1
84165,4
84166,1
84167,1
84168,2
84169,1
84170,1
84171,1
84172,4
84173,1
84174,2
84175,1
84176,1
84177,1
84178,1
84179,1
84180,4
84181,2
84182,1
84183,1
84184,1
84185,1
84186,2
84187,1
84188,4
84189,1
84190,3
84191,3
84192,2
84193,1
84194,1
84195,2
84196,2
84197,1
84198,1
84199,1
84200,1
84201,4
84202,1
84203,1
84204,NA
84205,1
84206,1
84207,NA
84208,4
84209,1
84210,1
84211,1
84212,1
84213,2
84214,4
84215,1
84216,1
84217,1
84218,1
84219,3
84220,1
84221,1
84222,4
84223,1
84224,2
84225,1
84226,2
84227,1
84228,3
84229,4
84230,2
84231,1
84232,2
84233,1
84234,3
84235,2
84236,1
84237,2
84238,4
84239,1
84240,1
84241,NA
84242,3
84243,2
84244,1
84245,1
84246,1
84247,1
84248,1
84249,3
84250,1
84251,4
84252,3
84253,2
84254,1
84255,2
84256,3
84257,4
84258,2
84259,1
84260,2
84261,2
84262,1
84263,3
84264,3
84265,3
84266,1
84267,NA
84268,2
84269,4
84270,2
84271,1
84272,1
84273,1
84274,1
84275,1
84276,1
84277,4
84278,1
84279,1
84280,1
84281,1
84282,2
84283,1
84284,2
84285,3
84286,1
84287,1
84288,1
84289,1
84290,3
84291,1
84292,2
84293,1
84294,4
84295,3
84296,1
84297,4
84298,1
84299,1
84300,3
84301,1
84302,1
84303,1
84304,3
84305,1
84306,4
84307,1
84308,1
84309,NA
84310,2
84311,3
84312,3
84313,1
84314,1
84315,1
84316,4
84317,3
84318,3
84319,1
84320,1
84321,3
84322,2
84323,1
84324,1
84325,1
84326,1
84327,1
84328,1
84329,NA
84330,3
84331,1
84332,3
84333,3
84334,1
84335,1
84336,1
84337,3
84338,1
84339,1
84340,1
84341,1
84342,2
84343,1
84344,3
84345,1
84346,1
84347,1
84348,4
84349,3
84350,1
84351,1
84352,2
84353,2
84354,1
84355,1
84356,1
84357,1
84358,1
84359,1
84360,1
84361,1
84362,2
84363,4
84364,1
84365,2
84366,NA
84367,1
84368,1
84369,NA
84370,4
84371,1
84372,1
84373,2
84374,3
84375,4
84376,1
84377,1
84378,2
84379,1
84380,1
84381,1
84382,2
84383,1
84384,1
84385,3
84386,1
84387,2
84388,1
84389,1
84390,4
84391,1
84392,1
84393,1
84394,2
84395,2
84396,1
84397,2
84398,2
84399,1
84400,1
84401,3
84402,1
84403,1
84404,1
84405,1
84406,3
84407,1
84408,1
84409,1
84410,4
84411,NA
84412,3
84413,1
84414,1
84415,1
84416,1
84417,1
84418,1
84419,1
84420,3
84421,1
84422,3
84423,1
84424,1
84425,2
84426,1
84427,1
84428,2
84429,4
84430,4
84431,4
84432,1
84433,1
84434,1
84435,1
84436,1
84437,1
84438,1
84439,3
84440,1
84441,2
84442,NA
84443,3
84444,1
84445,2
84446,1
84447,1
84448,1
84449,1
84450,1
84451,1
84452,4
84453,3
84454,1
84455,1
84456,1
84457,1
84458,1
84459,1
84460,1
84461,1
84462,3
84463,2
84464,1
84465,1
84466,4
84467,NA
84468,4
84469,1
84470,1
84471,1
84472,3
84473,1
84474,2
84475,3
84476,1
84477,1
84478,2
84479,1
84480,1
84481,3
84482,1
84483,1
84484,3
84485,1
84486,1
84487,1
84488,1
84489,1
84490,2
84491,1
84492,1
84493,1
84494,1
84495,1
84496,3
84497,3
84498,1
84499,1
84500,1
84501,3
84502,1
84503,2
84504,3
84505,4
84506,2
84507,3
84508,1
84509,3
84510,NA
84511,1
84512,2
84513,1
84514,3
84515,2
84516,1
84517,1
84518,4
84519,1
84520,1
84521,1
84522,NA
84523,1
84524,1
84525,NA
84526,2
84527,1
84528,3
84529,1
84530,1
84531,4
84532,2
84533,1
84534,1
84535,1
84536,1
84537,2
84538,2
84539,1
84540,1
84541,1
84542,3
84543,1
84544,3
84545,2
84546,4
84547,3
84548,1
84549,1
84550,1
84551,2
84552,3
84553,3
84554,1
84555,1
84556,3
84557,1
84558,1
84559,3
84560,4
84561,1
84562,2
84563,2
84564,3
84565,1
84566,3
84567,3
84568,1
84569,1
84570,4
84571,3
84572,1
84573,1
84574,1
84575,1
84576,1
84577,1
84578,1
84579,1
84580,NA
84581,3
84582,NA
84583,4
84584,NA
84585,1
84586,1
84587,3
84588,3
84589,1
84590,1
84591,1
84592,1
84593,1
84594,1
84595,1
84596,2
84597,2
84598,2
84599,1
84600,1
84601,1
84602,1
84603,1
84604,3
84605,1
84606,3
84607,1
84608,1
84609,1
84610,1
84611,2
84612,2
84613,1
84614,1
84615,3
84616,1
84617,1
84618,2
84619,3
84620,1
84621,2
84622,1
84623,4
84624,2
84625,1
84626,1
84627,1
84628,3
84629,1
84630,1
84631,3
84632,1
84633,1
84634,2
84635,1
84636,NA
84637,1
84638,1
84639,1
84640,1
84641,3
84642,3
84643,3
84644,1
84645,NA
84646,1
84647,4
84648,1
84649,1
84650,1
84651,1
84652,1
84653,1
84654,1
84655,1
84656,1
84657,3
84658,3
84659,1
84660,1
84661,4
84662,3
84663,3
84664,4
84665,1
84666,1
84667,1
84668,1
84669,1
84670,1
84671,1
84672,1
84673,NA
84674,3
84675,1
84676,3
84677,1
84678,3
84679,3
84680,3
84681,1
84682,1
84683,1
84684,1
84685,3
84686,3
84687,1
84688,3
84689,1
84690,1
84691,1
84692,1
84693,1
84694,1
84695,3
84696,1
84697,2
84698,4
84699,1
84700,3
84701,1
84702,1
84703,1
84704,1
84705,1
84706,1
84707,1
84708,1
84709,3
84710,1
84711,1
84712,1
84713,4
84714,3
84715,2
84716,3
84717,2
84718,1
84719,4
84720,2
84721,1
84722,1
84723,1
84724,3
84725,3
84726,1
84727,3
84728,2
84729,3
84730,1
84731,3
84732,2
84733,3
84734,2
84735,1
84736,3
84737,3
84738,1
84739,2
84740,1
84741,2
84742,1
84743,1
84744,1
84745,1
84746,1
84747,3
84748,3
84749,3
84750,3
84751,1
84752,1
84753,1
84754,1
84755,1
84756,1
84757,1
84758,1
84759,3
84760,1
84761,1
84762,1
84763,1
84764,1
84765,4
84766,3
84767,1
84768,1
84769,3
84770,4
84771,1
84772,1
84773,2
84774,3
84775,4
84776,1
84777,2
84778,1
84779,1
84780,3
84781,2
84782,1
84783,3
84784,2
84785,1
84786,1
84787,1
84788,1
84789,1
84790,1
84791,2
84792,1
84793,2
84794,3
84795,1
84796,1
84797,1
84798,2
84799,NA
84800,2
84801,1
84802,1
84803,3
84804,1
84805,3
84806,1
84807,NA
84808,1
84809,3
84810,1
84811,1
84812,2
84813,2
84814,1
84815,1
84816,2
84817,1
84818,3
84819,1
84820,1
84821,1
84822,1
84823,1
84824,1
84825,4
84826,3
84827,1
84828,2
84829,1
84830,1
84831,1
84832,1
84833,1
84834,1
84835,4
84836,3
84837,2
84838,1
84839,1
84840,2
84841,3
84842,4
84843,2
84844,1
84845,1
84846,1
84847,1
84848,3
84849,1
84850,2
84851,1
84852,1
84853,3
84854,NA
84855,1
84856,1
84857,3
84858,1
84859,1
84860,4
84861,1
84862,1
84863,3
84864,1
84865,2
84866,1
84867,4
84868,NA
84869,2
84870,NA
84871,1
84872,3
84873,1
84874,3
84875,1
84876,1
84877,1
84878,1
84879,4
84880,4
84881,1
84882,1
84883,2
84884,3
84885,1
84886,1
84887,2
84888,2
84889,1
84890,1
84891,2
84892,1
84893,1
84894,1
84895,1
84896,1
84897,4
84898,1
84899,2
84900,1
84901,1
84902,3
84903,1
84904,3
84905,NA
84906,1
84907,1
84908,3
84909,1
84910,1
84911,3
84912,2
84913,1
84914,1
84915,1
84916,3
84917,4
84918,2
84919,2
84920,3
84921,3
84922,1
84923,3
84924,1
84925,3
84926,4
84927,1
84928,1
84929,4
84930,1
84931,1
84932,4
84933,3
84934,2
84935,1
84936,1
84937,2
84938,2
84939,1
84940,1
84941,1
84942,3
84943,1
84944,4
84945,1
84946,3
84947,1
84948,1
84949,1
84950,2
84951,1
84952,1
84953,3
84954,1
84955,3
84956,1
84957,1
84958,1
84959,2
84960,1
84961,3
84962,1
84963,3
84964,1
84965,3
84966,1
84967,1
84968,1
84969,1
84970,4
84971,2
84972,1
84973,3
84974,1
84975,1
84976,3
84977,1
84978,4
84979,3
84980,1
84981,3
84982,3
84983,1
84984,1
84985,1
84986,4
84987,3
84988,2
84989,1
84990,1
84991,1
84992,1
84993,1
84994,2
84995,1
84996,3
84997,1
84998,2
84999,3
85000,NA
85001,1
85002,NA
85003,1
85004,1
85005,3
85006,1
85007,4
85008,3
85009,1
85010,1
85011,2
85012,3
85013,3
85014,4
85015,2
85016,4
85017,1
85018,1
85019,3
85020,1
85021,1
85022,1
85023,4
85024,1
85025,1
85026,3
85027,1
85028,1
85029,1
85030,3
85031,1
85032,1
85033,4
85034,1
85035,2
85036,3
85037,1
85038,2
85039,2
85040,2
85041,1
85042,2
85043,1
85044,1
85045,2
85046,3
85047,1
85048,NA
85049,1
85050,1
85051,1
85052,4
85053,1
85054,NA
85055,1
85056,4
85057,1
85058,NA
85059,1
85060,1
85061,1
85062,1
85063,1
85064,1
85065,2
85066,1
85067,1
85068,1
85069,1
85070,3
85071,1
85072,1
85073,2
85074,1
85075,1
85076,NA
85077,3
85078,2
85079,1
85080,2
85081,1
85082,3
85083,1
85084,2
85085,2
85086,3
85087,1
85088,1
85089,1
85090,3
85091,4
85092,1
85093,1
85094,1
85095,1
85096,NA
85097,3
85098,2
85099,1
85100,3
85101,2
85102,1
85103,1
85104,1
85105,1
85106,4
85107,4
85108,2
85109,1
85110,1
85111,1
85112,3
85113,2
85114,2
85115,NA
85116,3
85117,4
85118,1
85119,1
85120,NA
85121,1
85122,4
85123,1
85124,3
85125,1
85126,1
85127,2
85128,1
85129,2
85130,2
85131,1
85132,1
85133,2
85134,NA
85135,1
85136,4
85137,1
85138,1
85139,3
85140,3
85141,1
85142,1
85143,1
85144,2
85145,4
85146,3
85147,2
85148,1
85149,1
85150,1
85151,2
85152,1
85153,1
85154,2
85155,1
85156,3
85157,1
85158,2
85159,1
85160,2
85161,1
85162,1
85163,3
85164,4
85165,3
85166,3
85167,1
85168,3
85169,1
85170,1
85171,1
85172,1
85173,3
85174,4
85175,3
85176,3
85177,1
85178,1
85179,1
85180,3
85181,1
85182,1
85183,1
85184,1
85185,1
85186,1
85187,1
85188,1
85189,1
85190,2
85191,3
85192,1
85193,1
85194,2
85195,3
85196,1
85197,3
85198,2
85199,3
85200,1
85201,4
85202,3
85203,2
85204,1
85205,2
85206,3
85207,1
85208,1
85209,1
85210,2
85211,1
85212,1
85213,1
85214,2
85215,2
85216,2
85217,1
85218,NA
85219,1
85220,1
85221,1
85222,2
85223,1
85224,2
85225,4
85226,1
85227,3
85228,4
85229,1
85230,1
85231,3
85232,1
85233,3
85234,1
85235,1
85236,1
85237,3
85238,4
85239,4
85240,1
85241,1
85242,2
85243,4
85244,3
85245,NA
85246,2
85247,3
85248,3
85249,1
85250,1
85251,1
85252,4
85253,4
85254,1
85255,1
85256,1
85257,2
85258,1
85259,4
85260,4
85261,1
85262,1
85263,3
85264,1
85265,1
85266,1
85267,1
85268,2
85269,1
85270,1
85271,1
85272,1
85273,4
85274,3
85275,1
85276,1
85277,2
85278,1
85279,4
85280,1
85281,1
85282,1
85283,1
85284,1
85285,2
85286,4
85287,1
85288,1
85289,3
85290,1
85291,1
85292,1
85293,1
85294,1
85295,2
85296,3
85297,4
85298,1
85299,1
85300,1
85301,2
85302,1
85303,1
85304,1
85305,1
85306,1
85307,3
85308,3
85309,3
85310,NA
85311,3
85312,NA
85313,1
85314,NA
85315,2
85316,1
85317,2
85318,1
85319,4
85320,1
85321,1
85322,2
85323,1
85324,1
85325,1
85326,1
85327,1
85328,1
85329,1
85330,3
85331,3
85332,4
85333,4
85334,1
85335,3
85336,1
85337,1
85338,NA
85339,1
85340,1
85341,4
85342,3
85343,1
85344,2
85345,1
85346,1
85347,1
85348,1
85349,2
85350,3
85351,1
85352,1
85353,1
85354,1
85355,1
85356,1
85357,2
85358,3
85359,3
85360,NA
85361,1
85362,3
85363,1
85364,1
85365,2
85366,4
85367,1
85368,1
85369,2
85370,4
85371,1
85372,1
85373,3
85374,1
85375,1
85376,4
85377,2
85378,1
85379,1
85380,2
85381,1
85382,2
85383,1
85384,NA
85385,3
85386,1
85387,1
85388,4
85389,4
85390,1
85391,2
85392,1
85393,2
85394,3
85395,1
85396,1
85397,4
85398,1
85399,3
85400,NA
85401,1
85402,3
85403,3
85404,1
85405,1
85406,1
85407,1
85408,2
85409,1
85410,1
85411,NA
85412,1
85413,1
85414,NA
85415,1
85416,1
85417,1
85418,1
85419,2
85420,3
85421,1
85422,1
85423,2
85424,4
85425,1
85426,1
85427,1
85428,2
85429,4
85430,1
85431,1
85432,1
85433,1
85434,1
85435,1
85436,2
85437,3
85438,1
85439,1
85440,1
85441,1
85442,1
85443,1
85444,3
85445,3
85446,4
85447,1
85448,1
85449,1
85450,1
85451,1
85452,1
85453,4
85454,2
85455,3
85456,1
85457,1
85458,3
85459,3
85460,2
85461,NA
85462,1
85463,3
85464,1
85465,2
85466,1
85467,3
85468,1
85469,1
85470,2
85471,4
85472,1
85473,1
85474,2
85475,1
85476,3
85477,3
85478,1
85479,1
85480,1
85481,1
85482,1
85483,3
85484,1
85485,1
85486,1
85487,1
85488,2
85489,1
85490,1
85491,3
85492,3
85493,1
85494,1
85495,3
85496,1
85497,1
85498,4
85499,4
85500,2
85501,NA
85502,1
85503,NA
85504,1
85505,1
85506,3
85507,2
85508,2
85509,1
85510,1
85511,1
85512,1
85513,1
85514,1
85515,1
85516,1
85517,1
85518,1
85519,1
85520,1
85521,1
85522,1
85523,1
85524,1
85525,1
85526,1
85527,1
85528,3
85529,3
85530,3
85531,2
85532,1
85533,4
85534,1
85535,2
85536,1
85537,1
85538,4
85539,4
85540,4
85541,1
85542,4
85543,1
85544,3
85545,1
85546,1
85547,2
85548,3
85549,1
85550,1
85551,1
85552,1
85553,1
85554,2
85555,3
85556,3
85557,4
85558,4
85559,1
85560,2
85561,1
85562,1
85563,NA
85564,2
85565,1
85566,4
85567,1
85568,4
85569,2
85570,2
85571,1
85572,1
85573,1
85574,1
85575,1
85576,1
85577,1
85578,1
85579,4
85580,4
85581,1
85582,1
85583,1
85584,1
85585,1
85586,3
85587,1
85588,1
85589,1
85590,1
85591,1
85592,3
85593,1
85594,1
85595,3
85596,4
85597,1
85598,1
85599,1
85600,2
85601,1
85602,4
85603,2
85604,4
85605,1
85606,1
85607,1
85608,1
85609,3
85610,3
85611,1
85612,1
85613,1
85614,2
85615,1
85616,2
85617,3
85618,2
85619,1
85620,1
85621,1
85622,2
85623,1
85624,1
85625,1
85626,3
85627,3
85628,1
85629,1
85630,2
85631,2
85632,1
85633,1
85634,1
85635,1
85636,2
85637,1
85638,1
85639,3
85640,1
85641,1
85642,1
85643,1
85644,3
85645,3
85646,3
85647,1
85648,4
85649,4
85650,1
85651,4
85652,1
85653,2
85654,1
85655,1
85656,1
85657,1
85658,3
85659,1
85660,1
85661,4
85662,1
85663,1
85664,1
85665,1
85666,2
85667,1
85668,1
85669,1
85670,3
85671,3
85672,1
85673,1
85674,1
85675,1
85676,1
85677,1
85678,1
85679,1
85680,1
85681,2
85682,3
85683,1
85684,1
85685,1
85686,3
85687,2
85688,1
85689,NA
85690,2
85691,1
85692,3
85693,1
85694,1
85695,1
85696,4
85697,4
85698,3
85699,2
85700,1
85701,1
85702,3
85703,3
85704,1
85705,3
85706,1
85707,1
85708,1
85709,1
85710,NA
85711,1
85712,2
85713,1
85714,3
85715,1
85716,4
85717,1
85718,1
85719,1
85720,1
85721,1
85722,3
85723,4
85724,NA
85725,3
85726,1
85727,1
85728,3
85729,1
85730,1
85731,NA
85732,1
85733,1
85734,1
85735,3
85736,3
85737,1
85738,2
85739,1
85740,1
85741,2
85742,1
85743,1
85744,1
85745,1
85746,1
85747,1
85748,1
85749,3
85750,1
85751,2
85752,2
85753,1
85754,1
85755,1
85756,2
85757,NA
85758,2
85759,3
85760,2
85761,2
85762,4
85763,3
85764,1
85765,1
85766,1
85767,3
85768,3
85769,1
85770,4
85771,1
85772,2
85773,1
85774,3
85775,2
85776,4
85777,4
85778,4
85779,1
85780,1
85781,1
85782,2
85783,1
85784,1
85785,4
85786,1
85787,1
85788,4
85789,2
85790,3
85791,3
85792,1
85793,4
85794,3
85795,NA
85796,1
85797,1
85798,1
85799,4
85800,3
85801,1
85802,1
85803,1
85804,2
85805,NA
85806,1
85807,4
85808,1
85809,2
85810,2
85811,2
85812,3
85813,1
85814,2
85815,1
85816,1
85817,1
85818,1
85819,3
85820,1
85821,2
85822,1
85823,2
85824,1
85825,1
85826,3
85827,1
85828,1
85829,1
85830,1
85831,1
85832,2
85833,2
85834,4
85835,NA
85836,1
85837,2
85838,2
85839,1
85840,4
85841,1
85842,1
85843,1
85844,2
85845,NA
85846,1
85847,2
85848,1
85849,1
85850,1
85851,2
85852,1
85853,2
85854,3
85855,3
85856,1
85857,1
85858,1
85859,4
85860,3
85861,1
85862,4
85863,3
85864,1
85865,1
85866,1
85867,3
85868,1
85869,2
85870,3
85871,4
85872,NA
85873,4
85874,1
85875,1
85876,1
85877,1
85878,1
85879,2
85880,1
85881,3
85882,2
85883,2
85884,1
85885,1
85886,1
85887,1
85888,1
85889,1
85890,1
85891,1
85892,NA
85893,1
85894,1
85895,2
85896,3
85897,1
85898,4
85899,2
85900,1
85901,2
85902,1
85903,1
85904,2
85905,2
85906,3
85907,3
85908,3
85909,1
85910,1
85911,3
85912,4
85913,1
85914,1
85915,1
85916,1
85917,1
85918,1
85919,1
85920,1
85921,1
85922,2
85923,1
85924,3
85925,1
85926,3
85927,1
85928,1
85929,1
85930,1
85931,3
85932,1
85933,1
85934,1
85935,1
85936,1
85937,1
85938,1
85939,1
85940,1
85941,1
85942,3
85943,1
85944,2
85945,3
85946,1
85947,1
85948,3
85949,1
85950,4
85951,2
85952,3
85953,4
85954,NA
85955,1
85956,2
85957,3
85958,3
85959,1
85960,1
85961,4
85962,1
85963,3
85964,1
85965,4
85966,1
85967,1
85968,1
85969,2
85970,3
85971,2
85972,4
85973,1
85974,NA
85975,1
85976,2
85977,1
85978,1
85979,1
85980,3
85981,1
85982,1
85983,1
85984,1
85985,1
85986,1
85987,1
85988,1
85989,NA
85990,1
85991,3
85992,4
85993,1
85994,1
85995,3
85996,1
85997,1
85998,4
85999,4
86000,3
86001,1
86002,2
86003,2
86004,4
86005,1
86006,1
86007,1
86008,3
86009,3
86010,1
86011,1
86012,2
86013,2
86014,1
86015,1
86016,2
86017,4
86018,1
86019,1
86020,1
86021,4
86022,1
86023,1
86024,1
86025,1
86026,1
86027,1
86028,2
86029,1
86030,3
86031,3
86032,3
86033,1
86034,1
86035,1
86036,4
86037,1
86038,1
86039,1
86040,4
86041,4
86042,2
86043,3
86044,2
86045,1
86046,3
86047,1
86048,4
86049,3
86050,3
86051,3
86052,3
86053,3
86054,NA
86055,1
86056,2
86057,1
86058,1
86059,1
86060,1
86061,2
86062,1
86063,2
86064,1
86065,2
86066,3
86067,4
86068,3
86069,4
86070,3
86071,1
86072,NA
86073,1
86074,3
86075,3
86076,1
86077,1
86078,1
86079,1
86080,1
86081,4
86082,1
86083,1
86084,1
86085,1
86086,1
86087,1
86088,1
86089,1
86090,1
86091,2
86092,1
86093,1
86094,2
86095,2
86096,1
86097,1
86098,1
86099,1
86100,3
86101,1
86102,4
86103,1
86104,4
86105,2
86106,2
86107,2
86108,1
86109,1
86110,3
86111,1
86112,2
86113,1
86114,4
86115,1
86116,4
86117,1
86118,1
86119,3
86120,4
86121,2
86122,2
86123,1
86124,1
86125,2
86126,1
86127,4
86128,NA
86129,4
86130,2
86131,2
86132,2
86133,1
86134,4
86135,3
86136,NA
86137,1
86138,1
86139,NA
86140,4
86141,4
86142,4
86143,1
86144,4
86145,1
86146,1
86147,1
86148,1
86149,1
86150,1
86151,2
86152,3
86153,4
86154,2
86155,1
86156,3
86157,1
86158,4
86159,3
86160,NA
86161,2
86162,3
86163,1
86164,1
86165,1
86166,2
86167,1
86168,1
86169,1
86170,3
86171,2
86172,1
86173,1
86174,1
86175,1
86176,4
86177,1
86178,3
86179,1
86180,1
86181,1
86182,1
86183,1
86184,4
86185,1
86186,1
86187,2
86188,1
86189,2
86190,3
86191,2
86192,3
86193,1
86194,1
86195,1
86196,3
86197,4
86198,3
86199,1
86200,1
86201,1
86202,1
86203,1
86204,1
86205,1
86206,2
86207,NA
86208,1
86209,1
86210,1
86211,1
86212,1
86213,1
86214,1
86215,1
86216,1
86217,1
86218,2
86219,1
86220,1
86221,4
86222,4
86223,3
86224,1
86225,1
86226,1
86227,1
86228,1
86229,2
86230,1
86231,1
86232,1
86233,1
86234,3
86235,3
86236,3
86237,1
86238,1
86239,3
86240,2
86241,1
86242,1
86243,1
86244,1
86245,1
86246,1
86247,1
86248,1
86249,4
86250,1
86251,2
86252,1
86253,NA
86254,1
86255,4
86256,4
86257,1
86258,1
86259,1
86260,3
86261,1
86262,1
86263,1
86264,1
86265,NA
86266,2
86267,NA
86268,3
86269,2
86270,NA
86271,NA
86272,1
86273,1
86274,3
86275,1
86276,1
86277,1
86278,3
86279,2
86280,1
86281,1
86282,1
86283,1
86284,4
86285,4
86286,2
86287,1
86288,1
86289,1
86290,1
86291,1
86292,3
86293,1
86294,3
86295,1
86296,2
86297,2
86298,1
86299,3
86300,1
86301,2
86302,2
86303,2
86304,1
86305,2
86306,4
86307,3
86308,2
86309,1
86310,1
86311,3
86312,1
86313,1
86314,1
86315,1
86316,2
86317,1
86318,2
86319,2
86320,2
86321,2
86322,2
86323,3
86324,2
86325,4
86326,4
86327,1
86328,1
86329,1
86330,3
86331,3
86332,3
86333,1
86334,3
86335,1
86336,4
86337,2
86338,3
86339,1
86340,NA
86341,NA
86342,2
86343,1
86344,2
86345,4
86346,3
86347,4
86348,1
86349,1
86350,1
86351,1
86352,1
86353,1
86354,1
86355,1
86356,1
86357,1
86358,1
86359,1
86360,3
86361,1
86362,3
86363,1
86364,1
86365,4
86366,1
86367,3
86368,1
86369,NA
86370,1
86371,3
86372,1
86373,1
86374,1
86375,1
86376,1
86377,NA
86378,1
86379,3
86380,3
86381,1
86382,1
86383,1
86384,3
86385,1
86386,3
86387,1
86388,1
86389,1
86390,1
86391,1
86392,2
86393,1
86394,2
86395,3
86396,2
86397,1
86398,3
86399,2
86400,2
86401,1
86402,1
86403,1
86404,2
86405,3
86406,1
86407,3
86408,1
86409,1
86410,1
86411,NA
86412,1
86413,1
86414,2
86415,1
86416,3
86417,NA
86418,1
86419,2
86420,1
86421,2
86422,1
86423,3
86424,2
86425,2
86426,1
86427,1
86428,3
86429,1
86430,1
86431,1
86432,1
86433,1
86434,2
86435,1
86436,3
86437,1
86438,3
86439,2
86440,1
86441,1
86442,1
86443,1
86444,1
86445,1
86446,1
86447,1
86448,1
86449,3
86450,2
86451,3
86452,1
86453,1
86454,3
86455,1
86456,1
86457,2
86458,1
86459,3
86460,1
86461,1
86462,2
86463,1
86464,1
86465,3
86466,3
86467,2
86468,1
86469,1
86470,1
86471,2
86472,1
86473,2
86474,1
86475,1
86476,4
86477,2
86478,1
86479,1
86480,2
86481,3
86482,3
86483,1
86484,1
86485,1
86486,3
86487,1
86488,2
86489,2
86490,NA
86491,1
86492,3
86493,3
86494,1
86495,1
86496,1
86497,2
86498,1
86499,NA
86500,3
86501,1
86502,2
86503,1
86504,1
86505,1
86506,1
